sample_id,text,function,stance,label,family_id,split,source,generator_version
SYN04635,saya cenderung mengamati detail lingkungan sebelum mengambil tindakan ketika berdiskusi dalam kelompok.,Se,support,Se:support,Se-13,train,synthetic,synthetic-cognitive-v2
SYN04636,biasanya aku tidak terbiasa memisahkan fakta dan asumsi sebelum menarik kesimpulan dalam kegiatan komunitas. Itu bukan cara yang biasanya kupakai.,Ti,oppose,Ti:oppose,Ti-14,train,synthetic,synthetic-cognitive-v2
SYN04637,"dalam keseharian saya kadang mempertanyakan aturan lama dan membayangkan versi barunya saat menyelesaikan proyek, tetapi kadang tidak. Itu bergantung pada keadaan.",Ne,mixed,Ne:mixed,Ne-06,train,synthetic,synthetic-cognitive-v2
SYN04638,"aku kadang mendalami satu gagasan berulang kali sampai maknanya jelas saat kuliah, tetapi kadang tidak. Itu bergantung pada keadaan.",Ni,mixed,Ni:mixed,Ni-08,train,synthetic,synthetic-cognitive-v2
SYN04639,"kalau ditanya aku kadang menetapkan target terukur dan membagi tugas agar efektif saat menyelesaikan proyek, tetapi kadang tidak. Itu bergantung pada keadaan.",Te,mixed,Te:mixed,Te-00,train,synthetic,synthetic-cognitive-v2
SYN04640,"dalam keseharian saya kadang fokus pada detail fisik yang ada di hadapan saat ini saat menghadapi persoalan baru, tetapi kadang tidak. Itu bergantung pada keadaan.",Se,mixed,Se:mixed,Se-09,train,synthetic,synthetic-cognitive-v2
SYN04641,saya cenderung membayangkan ke arah mana suatu situasi akan berkembang ketika mengerjakan tugas.,Ni,support,Ni:support,Ni-01,test,synthetic,synthetic-cognitive-v2
SYN04642,dalam keseharian saya tidak terbiasa membandingkan situasi sekarang dengan pengalaman serupa sebelumnya dalam kegiatan komunitas. Itu bukan cara yang biasanya kupakai.,Si,oppose,Si:oppose,Si-00,train,synthetic,synthetic-cognitive-v2
SYN04643,"dalam keseharian saya kadang menghitung untung rugi secara nyata sebelum mengambil langkah ketika mengerjakan tugas, tetapi kadang tidak. Itu bergantung pada keadaan.",Te,mixed,Te:mixed,Te-07,train,synthetic,synthetic-cognitive-v2
SYN04644,"biasanya aku kadang bertindak cepat begitu ada perubahan di lingkungan sekitar ketika bekerja bersama teman, tetapi kadang tidak. Itu bergantung pada keadaan.",Se,mixed,Se:mixed,Se-10,train,synthetic,synthetic-cognitive-v2
SYN04645,saya tidak terbiasa menentukan standar hasil yang jelas agar semua tahu tugasnya ketika bekerja bersama teman. Itu bukan cara yang biasanya kupakai.,Te,oppose,Te:oppose,Te-06,train,synthetic,synthetic-cognitive-v2
SYN04646,"aku kadang peka terhadap perubahan suasana hati orang orang di sekitar ketika bekerja bersama teman, tetapi kadang tidak. Itu bergantung pada keadaan.",Fe,mixed,Fe:mixed,Fe-12,validation,synthetic,synthetic-cognitive-v2
SYN04647,hobiku merawat tanaman dan mendengarkan podcast ketika bekerja bersama teman. Tidak ada konteks tambahan.,unknown,unknown,unknown:unknown,unknown-05,train,synthetic,synthetic-cognitive-v2
SYN04648,"dalam keseharian saya kadang memastikan pilihan selaras dengan nilai pribadi yang diyakini ketika mengerjakan tugas, tetapi kadang tidak. Itu bergantung pada keadaan.",Fi,mixed,Fi:mixed,Fi-00,train,synthetic,synthetic-cognitive-v2
SYN04649,"kalau ditanya aku kadang mencari berbagai kemungkinan sebelum memilih satu jalan ketika mengerjakan tugas, tetapi kadang tidak. Itu bergantung pada keadaan.",Ne,mixed,Ne:mixed,Ne-01,train,synthetic,synthetic-cognitive-v2
SYN04650,aku cuma mengikuti apa yang terasa pas saat itu dalam kegiatan sehari hari. Begitu yang kurasakan.,unknown,unknown,unknown:unknown,unknown-04,validation,synthetic,synthetic-cognitive-v2
SYN04651,"biasanya aku kadang menghubungkan dua hal yang tampak tidak berkaitan menjadi ide baru saat menghadapi persoalan baru, tetapi kadang tidak. Itu bergantung pada keadaan.",Ne,mixed,Ne:mixed,Ne-02,train,synthetic,synthetic-cognitive-v2
SYN04652,biasanya aku tidak terbiasa peka terhadap perubahan suasana hati orang orang di sekitar dalam kegiatan komunitas. Itu bukan cara yang biasanya kupakai.,Fe,oppose,Fe:oppose,Fe-12,validation,synthetic,synthetic-cognitive-v2
SYN04653,dalam keseharian saya cenderung mendorong penyelesaian tugas dengan cara yang paling efisien ketika berdiskusi dalam kelompok.,Te,support,Te:support,Te-13,test,synthetic,synthetic-cognitive-v2
SYN04654,"biasanya aku kadang merespons peluang nyata begitu muncul di depan mata saat menyelesaikan proyek, tetapi kadang tidak. Itu bergantung pada keadaan.",Se,mixed,Se:mixed,Se-00,train,synthetic,synthetic-cognitive-v2
SYN04655,"biasanya aku kadang memperhatikan pola tersembunyi yang jarang disadari orang lain ketika berdiskusi dalam kelompok, tetapi kadang tidak. Itu bergantung pada keadaan.",Ni,mixed,Ni:mixed,Ni-09,train,synthetic,synthetic-cognitive-v2
SYN04656,aku tidak terbiasa bertindak cepat begitu ada perubahan di lingkungan sekitar ketika berdiskusi dalam kelompok. Itu bukan cara yang biasanya kupakai.,Se,oppose,Se:oppose,Se-10,train,synthetic,synthetic-cognitive-v2
SYN04657,kalau ditanya aku cenderung memeriksa apakah kesimpulan benar benar mengikuti premisnya ketika mengerjakan tugas.,Ti,support,Ti:support,Ti-10,train,synthetic,synthetic-cognitive-v2
SYN04658,dalam keseharian saya cenderung menghitung untung rugi secara nyata sebelum mengambil langkah ketika mengerjakan tugas.,Te,support,Te:support,Te-07,train,synthetic,synthetic-cognitive-v2
SYN04659,"aku kadang lebih percaya pada apa yang bisa dilihat dan disentuh langsung dalam kegiatan komunitas, tetapi kadang tidak. Itu bergantung pada keadaan.",Se,mixed,Se:mixed,Se-11,validation,synthetic,synthetic-cognitive-v2
SYN04660,"aku kadang menautkan pengalaman baru dengan kesan yang pernah dirasakan dalam kegiatan komunitas, tetapi kadang tidak. Itu bergantung pada keadaan.",Si,mixed,Si:mixed,Si-07,train,synthetic,synthetic-cognitive-v2
SYN04661,saya tidak terbiasa menghormati nilai unik seseorang tanpa memaksakan diri sendiri ketika berdiskusi dalam kelompok. Itu bukan cara yang biasanya kupakai.,Fi,oppose,Fi:oppose,Fi-11,train,synthetic,synthetic-cognitive-v2
SYN04662,aku cenderung membayangkan skenario masa depan berdasarkan tanda yang ada sekarang ketika berdiskusi dalam kelompok.,Ni,support,Ni:support,Ni-10,train,synthetic,synthetic-cognitive-v2
SYN04663,biasanya aku tidak terbiasa melihat bukti hasil konkret dulu sebelum menetapkan cara kerja ketika mengerjakan tugas. Itu bukan cara yang biasanya kupakai.,Te,oppose,Te:oppose,Te-01,train,synthetic,synthetic-cognitive-v2
SYN04664,saya cenderung menganalisis prinsip dasar meski belum ada manfaat praktis saat menghadapi persoalan baru.,Ti,support,Ti:support,Ti-04,train,synthetic,synthetic-cognitive-v2
SYN04665,"biasanya aku kadang menolak tindakan yang bertentangan dengan prinsip pribadi dalam kegiatan sehari hari, tetapi kadang tidak. Itu bergantung pada keadaan.",Fi,mixed,Fi:mixed,Fi-02,validation,synthetic,synthetic-cognitive-v2
SYN04666,biasanya aku cenderung mengatur urutan pekerjaan dan batas waktu supaya semua kelar tepat jadwal saat menyelesaikan proyek.,Te,support,Te:support,Te-02,train,synthetic,synthetic-cognitive-v2
SYN04667,"dalam keseharian saya kadang mengatur langkah kerja berdasarkan hasil yang terukur saat kuliah, tetapi kadang tidak. Itu bergantung pada keadaan.",Te,mixed,Te:mixed,Te-14,validation,synthetic,synthetic-cognitive-v2
SYN04668,kalau ditanya aku tidak terbiasa memeriksa apakah sesuatu menyimpang dari kebiasaan yang dikenal saat kuliah. Itu bukan cara yang biasanya kupakai.,Si,oppose,Si:oppose,Si-08,test,synthetic,synthetic-cognitive-v2
SYN04669,aku cenderung merenungkan perasaan sendiri untuk memahami nilai yang terluka ketika bekerja bersama teman.,Fi,support,Fi:support,Fi-03,train,synthetic,synthetic-cognitive-v2
SYN04670,saya tidak terbiasa peka terhadap mood orang di sekitar demi menjaga kedekatan saat kuliah. Itu bukan cara yang biasanya kupakai.,Fe,oppose,Fe:oppose,Fe-03,validation,synthetic,synthetic-cognitive-v2
SYN04671,kalau ditanya aku cenderung menemukan kegunaan baru dari sesuatu yang sudah biasa ketika bekerja bersama teman.,Ne,support,Ne:support,Ne-07,train,synthetic,synthetic-cognitive-v2
SYN04672,"saya kadang memakai pelajaran dari pengalaman lama agar kesalahan tak berulang saat menyelesaikan proyek, tetapi kadang tidak. Itu bergantung pada keadaan.",Si,mixed,Si:mixed,Si-10,train,synthetic,synthetic-cognitive-v2
SYN04673,kalau ditanya aku cenderung membandingkan situasi sekarang dengan pengalaman serupa sebelumnya dalam kegiatan komunitas.,Si,support,Si:support,Si-00,train,synthetic,synthetic-cognitive-v2
SYN04674,kalau ditanya aku cenderung menguji ulang suatu teori dengan skenario yang berbeda saat kuliah.,Ti,support,Ti:support,Ti-15,train,synthetic,synthetic-cognitive-v2
SYN04675,saya tidak terbiasa menangani masalah dengan memperhatikan benda di sekitar dalam kegiatan komunitas. Itu bukan cara yang biasanya kupakai.,Se,oppose,Se:oppose,Se-12,train,synthetic,synthetic-cognitive-v2
SYN04676,aku cenderung menyadari dorongan dari dalam diri yang membuat suatu pilihan terasa pas ketika berdiskusi dalam kelompok.,Fi,support,Fi:support,Fi-09,test,synthetic,synthetic-cognitive-v2
SYN04677,saya cenderung mencari inti persoalan di balik permukaan yang terlihat rumit saat menyelesaikan proyek.,Ni,support,Ni:support,Ni-13,train,synthetic,synthetic-cognitive-v2
SYN04678,"biasanya aku kadang menetapkan target terukur dan membagi tugas agar efektif saat menghadapi persoalan baru, tetapi kadang tidak. Itu bergantung pada keadaan.",Te,mixed,Te:mixed,Te-00,train,synthetic,synthetic-cognitive-v2
SYN04679,biasanya aku tidak terbiasa memunculkan opsi tambahan saat orang lain merasa buntu saat menghadapi persoalan baru. Itu bukan cara yang biasanya kupakai.,Ne,oppose,Ne:oppose,Ne-10,test,synthetic,synthetic-cognitive-v2
SYN04680,aku cenderung menetapkan target terukur dan membagi tugas agar efektif dalam kegiatan komunitas.,Te,support,Te:support,Te-00,train,synthetic,synthetic-cognitive-v2
SYN04681,aku betah di rumah dan jarang keluar di akhir pekan dalam kegiatan komunitas. Sulit menjelaskan lebih jauh.,unknown,unknown,unknown:unknown,unknown-07,train,synthetic,synthetic-cognitive-v2
SYN04682,aku tidak terbiasa memeriksa ketepatan konsep meski banyak orang sudah menyetujuinya dalam kegiatan sehari hari. Itu bukan cara yang biasanya kupakai.,Ti,oppose,Ti:oppose,Ti-11,validation,synthetic,synthetic-cognitive-v2
SYN04683,dalam keseharian saya tidak terbiasa menikmati pengalaman indrawi yang sedang berlangsung saat itu saat kuliah. Itu bukan cara yang biasanya kupakai.,Se,oppose,Se:oppose,Se-04,train,synthetic,synthetic-cognitive-v2
SYN04684,"aku kadang melihat bukti hasil konkret dulu sebelum menetapkan cara kerja dalam kegiatan sehari hari, tetapi kadang tidak. Itu bergantung pada keadaan.",Te,mixed,Te:mixed,Te-01,train,synthetic,synthetic-cognitive-v2
SYN04685,biasanya aku cenderung senang terlibat langsung dalam aktivitas fisik yang nyata dalam kegiatan sehari hari.,Se,support,Se:support,Se-14,test,synthetic,synthetic-cognitive-v2
SYN04686,dalam keseharian saya cenderung mempertanyakan aturan yang alasannya belum benar benar dipahami dalam kegiatan komunitas.,Ti,support,Ti:support,Ti-08,train,synthetic,synthetic-cognitive-v2
SYN04687,"aku kadang mengingat urutan kejadian sebelumnya saat menghadapi hal serupa ketika berdiskusi dalam kelompok, tetapi kadang tidak. Itu bergantung pada keadaan.",Si,mixed,Si:mixed,Si-09,train,synthetic,synthetic-cognitive-v2
SYN04688,"aku kadang melompat dari satu ide ke ide lain saat berdiskusi saat kuliah, tetapi kadang tidak. Itu bergantung pada keadaan.",Ne,mixed,Ne:mixed,Ne-00,train,synthetic,synthetic-cognitive-v2
SYN04689,"aku kadang cepat menyesuaikan diri dengan suasana yang berubah tiba tiba saat menyelesaikan proyek, tetapi kadang tidak. Itu bergantung pada keadaan.",Se,mixed,Se:mixed,Se-15,train,synthetic,synthetic-cognitive-v2
SYN04690,aku cenderung merenungkan suatu ide sampai menemukan inti sebenarnya saat menyelesaikan proyek.,Ni,support,Ni:support,Ni-11,train,synthetic,synthetic-cognitive-v2
SYN04691,"kalau ditanya aku kadang menangani masalah dengan memperhatikan benda di sekitar ketika bekerja bersama teman, tetapi kadang tidak. Itu bergantung pada keadaan.",Se,mixed,Se:mixed,Se-12,train,synthetic,synthetic-cognitive-v2
SYN04692,dalam keseharian saya cenderung mencari inti persoalan di balik permukaan yang terlihat rumit saat menghadapi persoalan baru.,Ni,support,Ni:support,Ni-13,test,synthetic,synthetic-cognitive-v2
SYN04693,"saya kadang menghubungkan dua hal yang tampak tidak berkaitan menjadi ide baru saat kuliah, tetapi kadang tidak. Itu bergantung pada keadaan.",Ne,mixed,Ne:mixed,Ne-02,train,synthetic,synthetic-cognitive-v2
SYN04694,"kalau ditanya aku kadang membangun kerangka berpikir yang masuk akal bagi diri sendiri dalam kegiatan komunitas, tetapi kadang tidak. Itu bergantung pada keadaan.",Ti,mixed,Ti:mixed,Ti-07,train,synthetic,synthetic-cognitive-v2
SYN04695,"aku cenderung menilai proses berdasarkan data, bukan sekadar perasaan saat kuliah.",Te,support,Te:support,Te-15,train,synthetic,synthetic-cognitive-v2
SYN04696,"aku kadang mengecek data kinerja untuk memilih cara paling efisien ketika bekerja bersama teman, tetapi kadang tidak. Itu bergantung pada keadaan.",Te,mixed,Te:mixed,Te-03,test,synthetic,synthetic-cognitive-v2
SYN04697,saya tidak terbiasa menafsirkan tanda tanda kecil untuk menemukan tema besarnya ketika berdiskusi dalam kelompok. Itu bukan cara yang biasanya kupakai.,Ni,oppose,Ni:oppose,Ni-05,train,synthetic,synthetic-cognitive-v2
SYN04698,saya tidak terbiasa menjaga keaslian diri daripada mengikuti harapan orang lain saat menghadapi persoalan baru. Itu bukan cara yang biasanya kupakai.,Fi,oppose,Fi:oppose,Fi-01,test,synthetic,synthetic-cognitive-v2
SYN04699,kalau ditanya aku cenderung mencari inti persoalan di balik permukaan yang terlihat rumit saat menghadapi persoalan baru.,Ni,support,Ni:support,Ni-13,train,synthetic,synthetic-cognitive-v2
SYN04700,"saya kadang menyadari dorongan dari dalam diri yang membuat suatu pilihan terasa pas ketika bekerja bersama teman, tetapi kadang tidak. Itu bergantung pada keadaan.",Fi,mixed,Fi:mixed,Fi-09,test,synthetic,synthetic-cognitive-v2
SYN04701,aku cenderung memisahkan fakta dan asumsi sebelum menarik kesimpulan saat menyelesaikan proyek.,Ti,support,Ti:support,Ti-14,train,synthetic,synthetic-cognitive-v2
SYN04702,saya cenderung bersemangat membahas kemungkinan yang belum tentu terjadi ketika bekerja bersama teman.,Ne,support,Ne:support,Ne-11,train,synthetic,synthetic-cognitive-v2
SYN04703,aku sering memakai sepatu kets warna putih dalam kegiatan komunitas. Sulit menjelaskan lebih jauh.,unknown,unknown,unknown:unknown,unknown-06,validation,synthetic,synthetic-cognitive-v2
SYN04704,"kalau ditanya aku kadang membongkar asumsi untuk memahami cara kerja suatu sistem dalam kegiatan sehari hari, tetapi kadang tidak. Itu bergantung pada keadaan.",Ti,mixed,Ti:mixed,Ti-01,train,synthetic,synthetic-cognitive-v2
SYN04705,"saya cenderung menilai proses berdasarkan data, bukan sekadar perasaan dalam kegiatan komunitas.",Te,support,Te:support,Te-15,train,synthetic,synthetic-cognitive-v2
SYN04706,aku cenderung menangani masalah dengan memperhatikan benda di sekitar saat kuliah.,Se,support,Se:support,Se-12,train,synthetic,synthetic-cognitive-v2
SYN04707,biasanya aku cenderung menikmati pengalaman indrawi yang sedang berlangsung saat itu saat menyelesaikan proyek.,Se,support,Se:support,Se-04,validation,synthetic,synthetic-cognitive-v2
SYN04708,dalam keseharian saya cenderung membayangkan skenario masa depan berdasarkan tanda yang ada sekarang ketika mengerjakan tugas.,Ni,support,Ni:support,Ni-10,train,synthetic,synthetic-cognitive-v2
SYN04709,dalam keseharian saya tidak terbiasa mengatur urutan pekerjaan dan batas waktu supaya semua kelar tepat jadwal saat menghadapi persoalan baru. Itu bukan cara yang biasanya kupakai.,Te,oppose,Te:oppose,Te-02,train,synthetic,synthetic-cognitive-v2
SYN04710,biasanya aku tidak terbiasa mempertahankan detail prosedur yang sudah dikenal dengan baik dalam kegiatan komunitas. Itu bukan cara yang biasanya kupakai.,Si,oppose,Si:oppose,Si-12,train,synthetic,synthetic-cognitive-v2
SYN04711,"kalau ditanya aku kadang mencari pertentangan antar argumen sebelum menyimpulkan sesuatu ketika berdiskusi dalam kelompok, tetapi kadang tidak. Itu bergantung pada keadaan.",Ti,mixed,Ti:mixed,Ti-02,validation,synthetic,synthetic-cognitive-v2
SYN04712,"biasanya aku kadang menyimpan penilaian pribadi meski tidak diungkapkan ke orang lain ketika bekerja bersama teman, tetapi kadang tidak. Itu bergantung pada keadaan.",Fi,mixed,Fi:mixed,Fi-12,train,synthetic,synthetic-cognitive-v2
SYN04713,dalam keseharian saya cenderung memperhatikan keadaan sekitar lalu segera bertindak ketika bekerja bersama teman.,Se,support,Se:support,Se-01,train,synthetic,synthetic-cognitive-v2
SYN04714,kalau ditanya aku cenderung meneliti hubungan antarbagian sampai terasa konsisten ketika mengerjakan tugas.,Ti,support,Ti:support,Ti-09,train,synthetic,synthetic-cognitive-v2
SYN04715,aku cenderung mengorganisasi waktu dan tenaga agar sasaran bersama tercapai saat menghadapi persoalan baru.,Te,support,Te:support,Te-11,train,synthetic,synthetic-cognitive-v2
SYN04716,"dalam keseharian saya kadang tertarik mengeksplorasi ide baru walau belum ada rencana pasti dalam kegiatan komunitas, tetapi kadang tidak. Itu bergantung pada keadaan.",Ne,mixed,Ne:mixed,Ne-13,train,synthetic,synthetic-cognitive-v2
SYN04717,saya cenderung membiarkan pilihan tetap terbuka demi menemukan ide tak terduga dalam kegiatan komunitas.,Ne,support,Ne:support,Ne-08,validation,synthetic,synthetic-cognitive-v2
SYN04718,saya cenderung menafsirkan tanda tanda kecil untuk menemukan tema besarnya saat menghadapi persoalan baru.,Ni,support,Ni:support,Ni-05,validation,synthetic,synthetic-cognitive-v2
SYN04719,kalau ditanya aku tidak terbiasa membayangkan banyak cara berbeda untuk menyelesaikan sesuatu saat menghadapi persoalan baru. Itu bukan cara yang biasanya kupakai.,Ne,oppose,Ne:oppose,Ne-03,train,synthetic,synthetic-cognitive-v2
SYN04720,kalau ditanya aku tidak terbiasa mempertahankan batas pribadi karena sesuai dengan nurani saat menyelesaikan proyek. Itu bukan cara yang biasanya kupakai.,Fi,oppose,Fi:oppose,Fi-07,train,synthetic,synthetic-cognitive-v2
SYN04721,"biasanya aku kadang memastikan pilihan selaras dengan nilai pribadi yang diyakini saat kuliah, tetapi kadang tidak. Itu bergantung pada keadaan.",Fi,mixed,Fi:mixed,Fi-00,train,synthetic,synthetic-cognitive-v2
SYN04722,biasanya aku tidak terbiasa melihat celah untuk melakukan sesuatu dengan cara yang berbeda ketika mengerjakan tugas. Itu bukan cara yang biasanya kupakai.,Ne,oppose,Ne:oppose,Ne-14,train,synthetic,synthetic-cognitive-v2
SYN04723,saya cenderung mempertanyakan aturan lama dan membayangkan versi barunya ketika mengerjakan tugas.,Ne,support,Ne:support,Ne-06,train,synthetic,synthetic-cognitive-v2
SYN04724,biasanya aku cenderung mencoba sudut pandang baru meski belum tentu praktis ketika mengerjakan tugas.,Ne,support,Ne:support,Ne-04,train,synthetic,synthetic-cognitive-v2
SYN04725,dalam keseharian saya tidak terbiasa memisahkan fakta dan asumsi sebelum menarik kesimpulan saat kuliah. Itu bukan cara yang biasanya kupakai.,Ti,oppose,Ti:oppose,Ti-14,validation,synthetic,synthetic-cognitive-v2
SYN04726,"biasanya aku kadang peka terhadap mood orang di sekitar demi menjaga kedekatan dalam kegiatan komunitas, tetapi kadang tidak. Itu bergantung pada keadaan.",Fe,mixed,Fe:mixed,Fe-03,test,synthetic,synthetic-cognitive-v2
SYN04727,saya cenderung membela hal yang dianggap benar walau tanpa dukungan dalam kegiatan komunitas.,Fi,support,Fi:support,Fi-08,train,synthetic,synthetic-cognitive-v2
SYN04728,aku tidak terbiasa mencari struktur internal yang konsisten di balik suatu aturan saat kuliah. Itu bukan cara yang biasanya kupakai.,Ti,oppose,Ti:oppose,Ti-13,validation,synthetic,synthetic-cognitive-v2
SYN04729,dalam keseharian saya cenderung mempertanyakan aturan yang alasannya belum benar benar dipahami saat menyelesaikan proyek.,Ti,support,Ti:support,Ti-08,test,synthetic,synthetic-cognitive-v2
SYN04730,saya tidak terbiasa menguji contoh pengecualian untuk mencari celah suatu penjelasan dalam kegiatan komunitas. Itu bukan cara yang biasanya kupakai.,Ti,oppose,Ti:oppose,Ti-06,test,synthetic,synthetic-cognitive-v2
SYN04731,"aku kadang tertarik mengeksplorasi ide baru walau belum ada rencana pasti ketika berdiskusi dalam kelompok, tetapi kadang tidak. Itu bergantung pada keadaan.",Ne,mixed,Ne:mixed,Ne-13,train,synthetic,synthetic-cognitive-v2
SYN04732,"saya kadang mendorong penyelesaian tugas dengan cara yang paling efisien ketika berdiskusi dalam kelompok, tetapi kadang tidak. Itu bergantung pada keadaan.",Te,mixed,Te:mixed,Te-13,validation,synthetic,synthetic-cognitive-v2
SYN04733,saya cenderung mengorganisasi waktu dan tenaga agar sasaran bersama tercapai ketika mengerjakan tugas.,Te,support,Te:support,Te-11,train,synthetic,synthetic-cognitive-v2
SYN04734,"kalau ditanya aku kadang membuat urutan tindakan praktis untuk mencapai target proyek ketika bekerja bersama teman, tetapi kadang tidak. Itu bergantung pada keadaan.",Te,mixed,Te:mixed,Te-10,train,synthetic,synthetic-cognitive-v2
SYN04735,"biasanya aku kadang menjaga rutinitas yang sudah terasa nyaman dan familiar ketika mengerjakan tugas, tetapi kadang tidak. Itu bergantung pada keadaan.",Si,mixed,Si:mixed,Si-06,train,synthetic,synthetic-cognitive-v2
SYN04736,kalau ditanya aku tidak terbiasa menghormati nilai unik seseorang tanpa memaksakan diri sendiri ketika berdiskusi dalam kelompok. Itu bukan cara yang biasanya kupakai.,Fi,oppose,Fi:oppose,Fi-11,train,synthetic,synthetic-cognitive-v2
SYN04737,kalau ditanya aku tidak terbiasa cepat menyesuaikan diri dengan suasana yang berubah tiba tiba ketika bekerja bersama teman. Itu bukan cara yang biasanya kupakai.,Se,oppose,Se:oppose,Se-15,train,synthetic,synthetic-cognitive-v2
SYN04738,"kalau ditanya aku kadang menelusuri sebab akibat untuk memahami mengapa sesuatu berhasil saat kuliah, tetapi kadang tidak. Itu bergantung pada keadaan.",Ti,mixed,Ti:mixed,Ti-05,train,synthetic,synthetic-cognitive-v2
SYN04739,"saya kadang memeriksa apakah sesuatu menyimpang dari kebiasaan yang dikenal saat kuliah, tetapi kadang tidak. Itu bergantung pada keadaan.",Si,mixed,Si:mixed,Si-08,train,synthetic,synthetic-cognitive-v2
SYN04740,aku tidak terbiasa mengatur gaya bicara supaya lawan bicara merasa dihargai saat menyelesaikan proyek. Itu bukan cara yang biasanya kupakai.,Fe,oppose,Fe:oppose,Fe-01,validation,synthetic,synthetic-cognitive-v2
SYN04741,biasanya aku cenderung menangkap pola yang menghubungkan berbagai topik sekaligus saat menghadapi persoalan baru.,Ne,support,Ne:support,Ne-15,train,synthetic,synthetic-cognitive-v2
SYN04742,"aku cenderung menilai proses berdasarkan data, bukan sekadar perasaan ketika berdiskusi dalam kelompok.",Te,support,Te:support,Te-15,test,synthetic,synthetic-cognitive-v2
SYN04743,saya cenderung mencari berbagai kemungkinan sebelum memilih satu jalan ketika berdiskusi dalam kelompok.,Ne,support,Ne:support,Ne-01,test,synthetic,synthetic-cognitive-v2
SYN04744,"dalam keseharian saya kadang mengubah langkah dengan cepat begitu situasi berubah saat menyelesaikan proyek, tetapi kadang tidak. Itu bergantung pada keadaan.",Se,mixed,Se:mixed,Se-05,validation,synthetic,synthetic-cognitive-v2
SYN04745,saya tidak terbiasa merenungkan suatu ide sampai menemukan inti sebenarnya dalam kegiatan komunitas. Itu bukan cara yang biasanya kupakai.,Ni,oppose,Ni:oppose,Ni-11,validation,synthetic,synthetic-cognitive-v2
SYN04746,biasanya aku cenderung mendalami satu gagasan berulang kali sampai maknanya jelas dalam kegiatan sehari hari.,Ni,support,Ni:support,Ni-08,validation,synthetic,synthetic-cognitive-v2
SYN04747,dalam keseharian saya tidak terbiasa berusaha membuat semua orang merasa nyaman dalam suatu kelompok ketika mengerjakan tugas. Itu bukan cara yang biasanya kupakai.,Fe,oppose,Fe:oppose,Fe-13,train,synthetic,synthetic-cognitive-v2
SYN04748,aku tidak terbiasa peka terhadap perubahan suasana hati orang orang di sekitar ketika mengerjakan tugas. Itu bukan cara yang biasanya kupakai.,Fe,oppose,Fe:oppose,Fe-12,train,synthetic,synthetic-cognitive-v2
SYN04749,"kalau ditanya aku kadang mengingat dengan jelas bagaimana sesuatu biasa dilakukan saat kuliah, tetapi kadang tidak. Itu bergantung pada keadaan.",Si,mixed,Si:mixed,Si-13,train,synthetic,synthetic-cognitive-v2
SYN04750,"kalau ditanya aku kadang menyadari dorongan dari dalam diri yang membuat suatu pilihan terasa pas saat menghadapi persoalan baru, tetapi kadang tidak. Itu bergantung pada keadaan.",Fi,mixed,Fi:mixed,Fi-09,train,synthetic,synthetic-cognitive-v2
SYN04751,kalau ditanya aku tidak terbiasa memakai pelajaran dari pengalaman lama agar kesalahan tak berulang saat menyelesaikan proyek. Itu bukan cara yang biasanya kupakai.,Si,oppose,Si:oppose,Si-10,train,synthetic,synthetic-cognitive-v2
SYN04752,"kalau ditanya aku kadang mencari makna tunggal di balik kejadian yang berulang ketika bekerja bersama teman, tetapi kadang tidak. Itu bergantung pada keadaan.",Ni,mixed,Ni:mixed,Ni-02,train,synthetic,synthetic-cognitive-v2
SYN04753,saya tidak terbiasa menyusun sistem kerja yang bisa diukur dan dievaluasi ketika bekerja bersama teman. Itu bukan cara yang biasanya kupakai.,Te,oppose,Te:oppose,Te-12,train,synthetic,synthetic-cognitive-v2
SYN04754,biasanya aku tidak terbiasa memeriksa konsistensi logika sebelum menerima suatu penjelasan saat kuliah. Itu bukan cara yang biasanya kupakai.,Ti,oppose,Ti:oppose,Ti-00,test,synthetic,synthetic-cognitive-v2
SYN04755,dalam keseharian saya cenderung mengandalkan cara lama yang sudah terbukti berhasil saat menghadapi persoalan baru.,Si,support,Si:support,Si-01,train,synthetic,synthetic-cognitive-v2
SYN04756,"dalam keseharian saya kadang mengubah langkah dengan cepat begitu situasi berubah ketika bekerja bersama teman, tetapi kadang tidak. Itu bergantung pada keadaan.",Se,mixed,Se:mixed,Se-05,train,synthetic,synthetic-cognitive-v2
SYN04757,saya tidak terbiasa mencocokkan keadaan hari ini dengan catatan dalam ingatan dalam kegiatan komunitas. Itu bukan cara yang biasanya kupakai.,Si,oppose,Si:oppose,Si-03,train,synthetic,synthetic-cognitive-v2
SYN04758,biasanya aku cenderung mengatur sumber daya dan pembagian tugas demi tujuan bersama saat kuliah.,Te,support,Te:support,Te-04,train,synthetic,synthetic-cognitive-v2
SYN04759,"kalau ditanya aku kadang menelusuri sebab akibat untuk memahami mengapa sesuatu berhasil ketika bekerja bersama teman, tetapi kadang tidak. Itu bergantung pada keadaan.",Ti,mixed,Ti:mixed,Ti-05,validation,synthetic,synthetic-cognitive-v2
SYN04760,saya cenderung mengatur langkah kerja berdasarkan hasil yang terukur ketika mengerjakan tugas.,Te,support,Te:support,Te-14,validation,synthetic,synthetic-cognitive-v2
SYN04761,biasanya aku tidak terbiasa memeriksa konsistensi logika sebelum menerima suatu penjelasan ketika mengerjakan tugas. Itu bukan cara yang biasanya kupakai.,Ti,oppose,Ti:oppose,Ti-00,train,synthetic,synthetic-cognitive-v2
