id,reason_text,cognitive_function,signal_strength,function_group
1766,"Pikiranku sering melompat dari satu ide ke ide lainnya. Dalam banyak situasi, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,low,Perceiving
1767,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Sering kali, aku menikmati brainstorming dan diskusi kreatif.",Ne,low,Perceiving
1768,"Pikiranku sering melompat dari satu ide ke ide lainnya. Sering kali, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,high,Perceiving
1769,"Aku menikmati brainstorming dan diskusi kreatif. Selain itu, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,low,Perceiving
1770,"Pikiranku sering melompat dari satu ide ke ide lainnya. Karena itu, aku menikmati brainstorming dan diskusi kreatif.",Ne,low,Perceiving
1771,"Aku menikmati brainstorming dan diskusi kreatif. Karena itu, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,high,Perceiving
1772,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Karena itu, aku menikmati brainstorming dan diskusi kreatif.",Ne,high,Perceiving
1773,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Karena itu, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,low,Perceiving
1774,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Karena itu, aku menikmati brainstorming dan diskusi kreatif.",Ne,low,Perceiving
1775,"Aku menikmati brainstorming dan diskusi kreatif. Dalam banyak situasi, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,high,Perceiving
1776,"Aku menikmati brainstorming dan diskusi kreatif. Di sisi lain, aku menikmati brainstorming dan diskusi kreatif.",Ne,high,Perceiving
1777,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Dalam banyak situasi, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,low,Perceiving
1778,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Sering kali, aku menikmati brainstorming dan diskusi kreatif.",Ne,low,Perceiving
1779,"Pikiranku sering melompat dari satu ide ke ide lainnya. Dalam banyak situasi, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,high,Perceiving
1780,"Pikiranku sering melompat dari satu ide ke ide lainnya. Karena itu, aku menikmati brainstorming dan diskusi kreatif.",Ne,medium,Perceiving
1781,"Pikiranku sering melompat dari satu ide ke ide lainnya. Karena itu, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,low,Perceiving
1782,"Aku menikmati brainstorming dan diskusi kreatif. Karena itu, aku menikmati brainstorming dan diskusi kreatif.",Ne,medium,Perceiving
1783,"Pikiranku sering melompat dari satu ide ke ide lainnya. Selain itu, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,low,Perceiving
1784,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Karena itu, aku menikmati brainstorming dan diskusi kreatif.",Ne,low,Perceiving
1785,"Pikiranku sering melompat dari satu ide ke ide lainnya. Selain itu, aku menikmati brainstorming dan diskusi kreatif.",Ne,low,Perceiving
1786,"Aku menikmati brainstorming dan diskusi kreatif. Di sisi lain, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,medium,Perceiving
1787,"Aku menikmati brainstorming dan diskusi kreatif. Karena itu, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,high,Perceiving
1788,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Dalam banyak situasi, aku menikmati brainstorming dan diskusi kreatif.",Ne,medium,Perceiving
1789,"Pikiranku sering melompat dari satu ide ke ide lainnya. Karena itu, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,high,Perceiving
1790,"Pikiranku sering melompat dari satu ide ke ide lainnya. Dalam banyak situasi, aku menikmati brainstorming dan diskusi kreatif.",Ne,low,Perceiving
1791,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Sering kali, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,medium,Perceiving
1792,"Pikiranku sering melompat dari satu ide ke ide lainnya. Sering kali, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,medium,Perceiving
1793,"Pikiranku sering melompat dari satu ide ke ide lainnya. Di sisi lain, aku menikmati brainstorming dan diskusi kreatif.",Ne,high,Perceiving
1794,"Aku menikmati brainstorming dan diskusi kreatif. Selain itu, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,high,Perceiving
1795,"Pikiranku sering melompat dari satu ide ke ide lainnya. Sering kali, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,low,Perceiving
1796,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Dalam banyak situasi, aku menikmati brainstorming dan diskusi kreatif.",Ne,medium,Perceiving
1797,"Aku menikmati brainstorming dan diskusi kreatif. Di sisi lain, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,low,Perceiving
1798,"Pikiranku sering melompat dari satu ide ke ide lainnya. Dalam banyak situasi, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,low,Perceiving
1799,"Aku menikmati brainstorming dan diskusi kreatif. Karena itu, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,low,Perceiving
1800,"Pikiranku sering melompat dari satu ide ke ide lainnya. Karena itu, aku menikmati brainstorming dan diskusi kreatif.",Ne,low,Perceiving
1801,"Pikiranku sering melompat dari satu ide ke ide lainnya. Selain itu, aku menikmati brainstorming dan diskusi kreatif.",Ne,medium,Perceiving
1802,"Aku menikmati brainstorming dan diskusi kreatif. Di sisi lain, aku menikmati brainstorming dan diskusi kreatif.",Ne,high,Perceiving
1803,"Aku menikmati brainstorming dan diskusi kreatif. Di sisi lain, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,high,Perceiving
1804,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Selain itu, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,high,Perceiving
1805,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Karena itu, aku menikmati brainstorming dan diskusi kreatif.",Ne,medium,Perceiving
1806,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Di sisi lain, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,low,Perceiving
1807,"Aku menikmati brainstorming dan diskusi kreatif. Dalam banyak situasi, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,medium,Perceiving
1808,"Aku menikmati brainstorming dan diskusi kreatif. Sering kali, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,high,Perceiving
1809,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Di sisi lain, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,high,Perceiving
1810,"Aku menikmati brainstorming dan diskusi kreatif. Di sisi lain, aku menikmati brainstorming dan diskusi kreatif.",Ne,medium,Perceiving
1811,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Dalam banyak situasi, aku menikmati brainstorming dan diskusi kreatif.",Ne,high,Perceiving
1812,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Karena itu, aku menikmati brainstorming dan diskusi kreatif.",Ne,low,Perceiving
1813,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Karena itu, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,high,Perceiving
1814,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Di sisi lain, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,low,Perceiving
1815,"Aku menikmati brainstorming dan diskusi kreatif. Karena itu, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,medium,Perceiving
1816,"Pikiranku sering melompat dari satu ide ke ide lainnya. Selain itu, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,high,Perceiving
1817,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Sering kali, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,low,Perceiving
1818,"Aku menikmati brainstorming dan diskusi kreatif. Selain itu, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,high,Perceiving
1819,"Pikiranku sering melompat dari satu ide ke ide lainnya. Karena itu, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,medium,Perceiving
1820,"Pikiranku sering melompat dari satu ide ke ide lainnya. Sering kali, aku menikmati brainstorming dan diskusi kreatif.",Ne,low,Perceiving
1821,"Aku menikmati brainstorming dan diskusi kreatif. Selain itu, aku menikmati brainstorming dan diskusi kreatif.",Ne,low,Perceiving
1822,"Pikiranku sering melompat dari satu ide ke ide lainnya. Dalam banyak situasi, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,medium,Perceiving
1823,"Pikiranku sering melompat dari satu ide ke ide lainnya. Karena itu, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,medium,Perceiving
1824,"Aku menikmati brainstorming dan diskusi kreatif. Dalam banyak situasi, aku menikmati brainstorming dan diskusi kreatif.",Ne,medium,Perceiving
1825,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Selain itu, aku menikmati brainstorming dan diskusi kreatif.",Ne,medium,Perceiving
1826,"Aku menikmati brainstorming dan diskusi kreatif. Dalam banyak situasi, aku menikmati brainstorming dan diskusi kreatif.",Ne,low,Perceiving
1827,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Di sisi lain, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,low,Perceiving
1828,"Aku menikmati brainstorming dan diskusi kreatif. Dalam banyak situasi, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,medium,Perceiving
1829,"Pikiranku sering melompat dari satu ide ke ide lainnya. Di sisi lain, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,high,Perceiving
1830,"Pikiranku sering melompat dari satu ide ke ide lainnya. Dalam banyak situasi, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,low,Perceiving
1831,"Pikiranku sering melompat dari satu ide ke ide lainnya. Selain itu, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,high,Perceiving
1832,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Sering kali, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,medium,Perceiving
1833,"Aku menikmati brainstorming dan diskusi kreatif. Selain itu, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,low,Perceiving
1834,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Dalam banyak situasi, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,low,Perceiving
1835,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Dalam banyak situasi, aku menikmati brainstorming dan diskusi kreatif.",Ne,medium,Perceiving
1836,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Selain itu, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,medium,Perceiving
1837,"Aku menikmati brainstorming dan diskusi kreatif. Di sisi lain, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,high,Perceiving
1838,"Aku menikmati brainstorming dan diskusi kreatif. Sering kali, aku menikmati brainstorming dan diskusi kreatif.",Ne,high,Perceiving
1839,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Selain itu, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,medium,Perceiving
1840,"Pikiranku sering melompat dari satu ide ke ide lainnya. Di sisi lain, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,low,Perceiving
1841,"Aku menikmati brainstorming dan diskusi kreatif. Di sisi lain, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,high,Perceiving
1842,"Aku menikmati brainstorming dan diskusi kreatif. Di sisi lain, aku menikmati brainstorming dan diskusi kreatif.",Ne,low,Perceiving
1843,"Aku menikmati brainstorming dan diskusi kreatif. Selain itu, aku menikmati brainstorming dan diskusi kreatif.",Ne,high,Perceiving
1844,"Aku menikmati brainstorming dan diskusi kreatif. Karena itu, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,medium,Perceiving
1845,"Pikiranku sering melompat dari satu ide ke ide lainnya. Karena itu, aku menikmati brainstorming dan diskusi kreatif.",Ne,low,Perceiving
1846,"Aku menikmati brainstorming dan diskusi kreatif. Sering kali, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,low,Perceiving
1847,"Pikiranku sering melompat dari satu ide ke ide lainnya. Selain itu, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,high,Perceiving
1848,"Aku menikmati brainstorming dan diskusi kreatif. Di sisi lain, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,high,Perceiving
1849,"Aku menikmati brainstorming dan diskusi kreatif. Dalam banyak situasi, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,medium,Perceiving
1850,"Aku menikmati brainstorming dan diskusi kreatif. Sering kali, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,high,Perceiving
1851,"Aku menikmati brainstorming dan diskusi kreatif. Karena itu, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,high,Perceiving
1852,"Pikiranku sering melompat dari satu ide ke ide lainnya. Selain itu, aku menikmati brainstorming dan diskusi kreatif.",Ne,medium,Perceiving
1853,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Dalam banyak situasi, aku menikmati brainstorming dan diskusi kreatif.",Ne,medium,Perceiving
1854,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Dalam banyak situasi, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,medium,Perceiving
1855,"Pikiranku sering melompat dari satu ide ke ide lainnya. Karena itu, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,low,Perceiving
1856,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Dalam banyak situasi, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,low,Perceiving
1857,"Pikiranku sering melompat dari satu ide ke ide lainnya. Selain itu, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,high,Perceiving
1858,"Aku menikmati brainstorming dan diskusi kreatif. Di sisi lain, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,medium,Perceiving
1859,"Pikiranku sering melompat dari satu ide ke ide lainnya. Di sisi lain, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,high,Perceiving
1860,"Aku menikmati brainstorming dan diskusi kreatif. Selain itu, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,high,Perceiving
1861,"Pikiranku sering melompat dari satu ide ke ide lainnya. Di sisi lain, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,low,Perceiving
1862,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Di sisi lain, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,high,Perceiving
1863,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Selain itu, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,medium,Perceiving
1864,"Pikiranku sering melompat dari satu ide ke ide lainnya. Di sisi lain, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,low,Perceiving
1865,"Pikiranku sering melompat dari satu ide ke ide lainnya. Sering kali, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,high,Perceiving
1866,"Aku menikmati brainstorming dan diskusi kreatif. Sering kali, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,high,Perceiving
1867,"Aku menikmati brainstorming dan diskusi kreatif. Selain itu, aku menikmati brainstorming dan diskusi kreatif.",Ne,medium,Perceiving
1868,"Aku menikmati brainstorming dan diskusi kreatif. Sering kali, aku menikmati brainstorming dan diskusi kreatif.",Ne,high,Perceiving
1869,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Sering kali, aku menikmati brainstorming dan diskusi kreatif.",Ne,medium,Perceiving
1870,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Dalam banyak situasi, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,medium,Perceiving
1871,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Selain itu, aku menikmati brainstorming dan diskusi kreatif.",Ne,medium,Perceiving
1872,"Pikiranku sering melompat dari satu ide ke ide lainnya. Karena itu, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,medium,Perceiving
1873,"Pikiranku sering melompat dari satu ide ke ide lainnya. Sering kali, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,high,Perceiving
1874,"Pikiranku sering melompat dari satu ide ke ide lainnya. Selain itu, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,high,Perceiving
1875,"Pikiranku sering melompat dari satu ide ke ide lainnya. Di sisi lain, aku menikmati brainstorming dan diskusi kreatif.",Ne,low,Perceiving
1876,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Selain itu, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,high,Perceiving
1877,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Sering kali, aku menikmati brainstorming dan diskusi kreatif.",Ne,medium,Perceiving
1878,"Aku menikmati brainstorming dan diskusi kreatif. Di sisi lain, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,low,Perceiving
1879,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Di sisi lain, aku menikmati brainstorming dan diskusi kreatif.",Ne,low,Perceiving
1880,"Aku menikmati brainstorming dan diskusi kreatif. Di sisi lain, aku menikmati brainstorming dan diskusi kreatif.",Ne,high,Perceiving
1881,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Selain itu, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,low,Perceiving
1882,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Sering kali, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,medium,Perceiving
1883,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Sering kali, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,low,Perceiving
1884,"Aku menikmati brainstorming dan diskusi kreatif. Sering kali, aku menikmati brainstorming dan diskusi kreatif.",Ne,medium,Perceiving
1885,"Pikiranku sering melompat dari satu ide ke ide lainnya. Sering kali, aku menikmati brainstorming dan diskusi kreatif.",Ne,low,Perceiving
1886,"Pikiranku sering melompat dari satu ide ke ide lainnya. Dalam banyak situasi, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,high,Perceiving
1887,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Sering kali, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,low,Perceiving
1888,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Karena itu, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,low,Perceiving
1889,"Pikiranku sering melompat dari satu ide ke ide lainnya. Karena itu, aku menikmati brainstorming dan diskusi kreatif.",Ne,medium,Perceiving
1890,"Aku menikmati brainstorming dan diskusi kreatif. Karena itu, aku menikmati brainstorming dan diskusi kreatif.",Ne,low,Perceiving
1891,"Pikiranku sering melompat dari satu ide ke ide lainnya. Selain itu, aku menikmati brainstorming dan diskusi kreatif.",Ne,high,Perceiving
1892,"Aku menikmati brainstorming dan diskusi kreatif. Sering kali, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,low,Perceiving
1893,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Sering kali, aku menikmati brainstorming dan diskusi kreatif.",Ne,low,Perceiving
1894,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Sering kali, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,high,Perceiving
1895,"Pikiranku sering melompat dari satu ide ke ide lainnya. Di sisi lain, aku menikmati brainstorming dan diskusi kreatif.",Ne,low,Perceiving
1896,"Pikiranku sering melompat dari satu ide ke ide lainnya. Dalam banyak situasi, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,high,Perceiving
1897,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Sering kali, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,low,Perceiving
1898,"Pikiranku sering melompat dari satu ide ke ide lainnya. Dalam banyak situasi, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,high,Perceiving
1899,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Di sisi lain, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,high,Perceiving
1900,"Pikiranku sering melompat dari satu ide ke ide lainnya. Sering kali, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,low,Perceiving
1901,"Aku menikmati brainstorming dan diskusi kreatif. Karena itu, aku menikmati brainstorming dan diskusi kreatif.",Ne,medium,Perceiving
1902,"Pikiranku sering melompat dari satu ide ke ide lainnya. Sering kali, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,high,Perceiving
1903,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Dalam banyak situasi, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,medium,Perceiving
1904,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Dalam banyak situasi, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,low,Perceiving
1905,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Dalam banyak situasi, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,low,Perceiving
1906,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Sering kali, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,low,Perceiving
1907,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Selain itu, aku menikmati brainstorming dan diskusi kreatif.",Ne,low,Perceiving
1908,"Pikiranku sering melompat dari satu ide ke ide lainnya. Selain itu, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,low,Perceiving
1909,"Aku menikmati brainstorming dan diskusi kreatif. Sering kali, aku menikmati brainstorming dan diskusi kreatif.",Ne,medium,Perceiving
1910,"Pikiranku sering melompat dari satu ide ke ide lainnya. Sering kali, aku menikmati brainstorming dan diskusi kreatif.",Ne,medium,Perceiving
1911,"Pikiranku sering melompat dari satu ide ke ide lainnya. Selain itu, aku menikmati brainstorming dan diskusi kreatif.",Ne,high,Perceiving
1912,"Pikiranku sering melompat dari satu ide ke ide lainnya. Sering kali, aku menikmati brainstorming dan diskusi kreatif.",Ne,high,Perceiving
1913,"Aku menikmati brainstorming dan diskusi kreatif. Dalam banyak situasi, aku menikmati brainstorming dan diskusi kreatif.",Ne,high,Perceiving
1914,"Aku menikmati brainstorming dan diskusi kreatif. Sering kali, aku menikmati brainstorming dan diskusi kreatif.",Ne,low,Perceiving
1915,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Di sisi lain, aku menikmati brainstorming dan diskusi kreatif.",Ne,low,Perceiving
1916,"Aku menikmati brainstorming dan diskusi kreatif. Karena itu, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,low,Perceiving
1917,"Pikiranku sering melompat dari satu ide ke ide lainnya. Selain itu, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,high,Perceiving
1918,"Aku menikmati brainstorming dan diskusi kreatif. Selain itu, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,high,Perceiving
1919,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Sering kali, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,medium,Perceiving
1920,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Selain itu, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,medium,Perceiving
1921,"Pikiranku sering melompat dari satu ide ke ide lainnya. Selain itu, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,medium,Perceiving
1922,"Aku menikmati brainstorming dan diskusi kreatif. Selain itu, aku menikmati brainstorming dan diskusi kreatif.",Ne,low,Perceiving
1923,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Dalam banyak situasi, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,high,Perceiving
1924,"Pikiranku sering melompat dari satu ide ke ide lainnya. Selain itu, aku menikmati brainstorming dan diskusi kreatif.",Ne,medium,Perceiving
1925,"Aku menikmati brainstorming dan diskusi kreatif. Dalam banyak situasi, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,high,Perceiving
1926,"Aku menikmati brainstorming dan diskusi kreatif. Selain itu, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,low,Perceiving
1927,"Aku menikmati brainstorming dan diskusi kreatif. Karena itu, aku menikmati brainstorming dan diskusi kreatif.",Ne,low,Perceiving
1928,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Selain itu, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,high,Perceiving
1929,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Di sisi lain, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,low,Perceiving
1930,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Di sisi lain, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,medium,Perceiving
1931,"Pikiranku sering melompat dari satu ide ke ide lainnya. Selain itu, aku menikmati brainstorming dan diskusi kreatif.",Ne,high,Perceiving
1932,"Pikiranku sering melompat dari satu ide ke ide lainnya. Selain itu, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,low,Perceiving
1933,"Aku menikmati brainstorming dan diskusi kreatif. Dalam banyak situasi, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,low,Perceiving
1934,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Di sisi lain, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,medium,Perceiving
1935,"Pikiranku sering melompat dari satu ide ke ide lainnya. Dalam banyak situasi, aku menikmati brainstorming dan diskusi kreatif.",Ne,high,Perceiving
1936,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Selain itu, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,medium,Perceiving
1937,"Aku menikmati brainstorming dan diskusi kreatif. Sering kali, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,low,Perceiving
1938,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Karena itu, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,high,Perceiving
1939,"Aku menikmati brainstorming dan diskusi kreatif. Sering kali, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,low,Perceiving
1940,"Pikiranku sering melompat dari satu ide ke ide lainnya. Sering kali, aku menikmati brainstorming dan diskusi kreatif.",Ne,low,Perceiving
1941,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Karena itu, aku menikmati brainstorming dan diskusi kreatif.",Ne,low,Perceiving
1942,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Karena itu, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,low,Perceiving
1943,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Sering kali, aku menikmati brainstorming dan diskusi kreatif.",Ne,low,Perceiving
1944,"Aku menikmati brainstorming dan diskusi kreatif. Karena itu, aku menikmati brainstorming dan diskusi kreatif.",Ne,high,Perceiving
1945,"Pikiranku sering melompat dari satu ide ke ide lainnya. Di sisi lain, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,high,Perceiving
1946,"Pikiranku sering melompat dari satu ide ke ide lainnya. Di sisi lain, aku suka mengeksplorasi banyak ide dan kemungkinan baru.",Ne,low,Perceiving
1947,"Pikiranku sering melompat dari satu ide ke ide lainnya. Karena itu, aku menikmati brainstorming dan diskusi kreatif.",Ne,medium,Perceiving
1948,"Aku menikmati brainstorming dan diskusi kreatif. Selain itu, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,low,Perceiving
1949,"Pikiranku sering melompat dari satu ide ke ide lainnya. Di sisi lain, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,low,Perceiving
1950,"Aku suka mengeksplorasi banyak ide dan kemungkinan baru. Sering kali, pikiranku sering melompat dari satu ide ke ide lainnya.",Ne,medium,Perceiving
