id,reason_text,signal_primary,signal_secondary,mbti_reference
2082,Keadilan dan integritas adalah dua hal yang tidak bisa aku kompromikan. Hal yang aku rasakan adalah aku sangat menghargai keotentikan dalam setiap hubungan.,internal_reflection,emotional_consideration,INFJ
2083,Aku selalu berpikir bagaimana keputusanku akan berdampak pada orang lain. Aku percaya bahwa empati mendalam adalah karunia sekaligus beban yang aku tanggung.,internal_reflection,emotional_consideration,INFJ
2084,"Aku sangat memperhatikan dinamika emosi dalam setiap hubungan. Di sisi lain, aku sangat terinspirasi oleh seni, sastra, dan hal-hal yang menyentuh jiwa.",internal_reflection,emotional_consideration,INFJ
2085,"Aku butuh waktu menyendiri untuk memproses emosi dan pikiran. Selain itu, keadilan dan integritas adalah dua hal yang tidak bisa aku kompromikan.",internal_reflection,emotional_consideration,INFJ
2086,"Visi jangka panjang tentang kebaikan bersama selalu memotivasi langkahku. Karena itu, empati mendalam adalah karunia sekaligus beban yang aku tanggung.",internal_reflection,emotional_consideration,INFJ
2087,"Visi jangka panjang tentang kebaikan bersama selalu memotivasi langkahku. Karena itu, aku sering merasa seperti orang asing di keramaian.",internal_reflection,emotional_consideration,INFJ
2088,"Aku lebih suka kedalaman dari sedikit hubungan daripada keluasan yang dangkal. Bagi aku, komitmen pada nilai adalah hal yang aku jaga meski tidak populer.",internal_reflection,emotional_consideration,INFJ
2089,"Aku lebih suka kedalaman dari sedikit hubungan daripada keluasan yang dangkal. Bagi aku, aku butuh waktu menyendiri untuk memproses emosi dan pikiran.",internal_reflection,emotional_consideration,INFJ
2090,"Makna dan tujuan yang lebih besar selalu aku cari dalam setiap tindakan. Yang pasti, harmoni emosional adalah fondasi dari produktivitasku.",internal_reflection,emotional_consideration,INFJ
2091,Aku jarang mengungkapkan perasaan terdalam kecuali pada orang yang benar-benar aku percaya. Aku percaya bahwa dunia yang lebih baik adalah visi yang selalu mendorong langkahku.,internal_reflection,emotional_consideration,INFJ
2092,Aku sangat peduli dengan konsistensi antara kata dan perbuatan. Aku percaya bahwa aku sering merasa terbebani oleh emosi orang lain di sekitarku.,internal_reflection,emotional_consideration,INFJ
2093,"Aku sering merasa terbebani oleh emosi orang lain di sekitarku. Selain itu, harmoni emosional adalah fondasi dari produktivitasku.",internal_reflection,emotional_consideration,INFJ
2094,"Intuisi kuat adalah kompas utama yang aku andalkan dalam hidup. Sering kali, komitmen pada nilai adalah hal yang aku jaga meski tidak populer.",internal_reflection,emotional_consideration,INFJ
2095,"Membantu orang lain berkembang adalah salah satu tujuan hidup terbesarku. Aku merasa bahwa, aku sering memahami orang lain lebih baik dari mereka memahami diri sendiri.",internal_reflection,emotional_consideration,INFJ
2096,Aku selalu berpikir bagaimana keputusanku akan berdampak pada orang lain. Aku sadar bahwa aku sangat peka terhadap ketidakadilan dan selalu ingin meresponsnya.,internal_reflection,emotional_consideration,INFJ
2097,Intuisi kuat adalah kompas utama yang aku andalkan dalam hidup. Aku sadar bahwa aku sangat terinspirasi oleh cerita transformasi dan pertumbuhan pribadi.,internal_reflection,emotional_consideration,INFJ
2098,Intuisi kuat adalah kompas utama yang aku andalkan dalam hidup. Aku selalu merasa bahwa aku lebih suka bekerja di balik layar tapi punya dampak yang nyata.,internal_reflection,emotional_consideration,INFJ
2099,Harmoni emosional adalah fondasi dari produktivitasku. Aku sadar bahwa dunia yang lebih baik adalah visi yang selalu mendorong langkahku.,internal_reflection,emotional_consideration,INFJ
2100,"Aku lebih suka kedalaman dari sedikit hubungan daripada keluasan yang dangkal. Pada dasarnya, aku tidak nyaman berada di lingkungan yang penuh konflik.",internal_reflection,emotional_consideration,INFJ
2101,"Aku jarang mengungkapkan perasaan terdalam kecuali pada orang yang benar-benar aku percaya. Aku merasa bahwa, nilai dan prinsip adalah kompas yang selalu aku pegang erat.",internal_reflection,emotional_consideration,INFJ
2102,"Membantu orang lain berkembang adalah salah satu tujuan hidup terbesarku. Yang pasti, aku lebih suka kedalaman dari sedikit hubungan daripada keluasan yang dangkal.",internal_reflection,emotional_consideration,INFJ
2103,Intuisi kuat adalah kompas utama yang aku andalkan dalam hidup. Aku selalu merasa bahwa aku jarang mengungkapkan perasaan terdalam kecuali pada orang yang benar-benar aku percaya.,internal_reflection,emotional_consideration,INFJ
2104,"Aku jarang mengungkapkan perasaan terdalam kecuali pada orang yang benar-benar aku percaya. Dalam keseharianku, aku sering memahami orang lain lebih baik dari mereka memahami diri sendiri.",internal_reflection,emotional_consideration,INFJ
2105,Makna dan tujuan yang lebih besar selalu aku cari dalam setiap tindakan. Hal yang aku rasakan adalah aku sering memahami orang lain lebih baik dari mereka memahami diri sendiri.,internal_reflection,emotional_consideration,INFJ
2106,Aku sering merasa terbebani oleh emosi orang lain di sekitarku. Aku percaya bahwa aku selalu berpikir bagaimana keputusanku akan berdampak pada orang lain.,internal_reflection,emotional_consideration,INFJ
2107,"Aku sering memahami orang lain lebih baik dari mereka memahami diri sendiri. Di sisi lain, aku lebih suka komunikasi yang dalam dan bermakna.",internal_reflection,emotional_consideration,INFJ
2108,"Aku sangat terinspirasi oleh cerita transformasi dan pertumbuhan pribadi. Di sisi lain, aku sering tahu motive orang lain meski mereka tidak mengatakannya.",internal_reflection,emotional_consideration,INFJ
2109,"Aku butuh waktu menyendiri untuk memproses emosi dan pikiran. Di sisi lain, komitmen pada nilai adalah hal yang aku jaga meski tidak populer.",internal_reflection,emotional_consideration,INFJ
2110,"Aku lebih suka kedalaman dari sedikit hubungan daripada keluasan yang dangkal. Aku merasa bahwa, aku sering berbicara melalui tulisan lebih baik daripada lisan.",internal_reflection,emotional_consideration,INFJ
2111,"Aku sangat memperhatikan dinamika emosi dalam setiap hubungan. Bagi aku, aku sering merasa seperti orang asing di keramaian.",internal_reflection,emotional_consideration,INFJ
2112,Aku sangat terinspirasi oleh cerita transformasi dan pertumbuhan pribadi. Hal yang aku rasakan adalah dunia yang lebih baik adalah visi yang selalu mendorong langkahku.,internal_reflection,emotional_consideration,INFJ
2113,"Aku sering memahami orang lain lebih baik dari mereka memahami diri sendiri. Sering kali, empati mendalam adalah karunia sekaligus beban yang aku tanggung.",internal_reflection,emotional_consideration,INFJ
2114,"Keadilan dan integritas adalah dua hal yang tidak bisa aku kompromikan. Aku merasa bahwa, aku lebih suka komunikasi yang dalam dan bermakna.",internal_reflection,emotional_consideration,INFJ
2115,"Aku sering merasa seperti orang asing di keramaian. Selain itu, aku sering berbicara melalui tulisan lebih baik daripada lisan.",internal_reflection,emotional_consideration,INFJ
2116,"Membantu orang lain berkembang adalah salah satu tujuan hidup terbesarku. Di sisi lain, aku lebih suka bekerja di balik layar tapi punya dampak yang nyata.",internal_reflection,emotional_consideration,INFJ
2117,"Aku lebih suka kedalaman dari sedikit hubungan daripada keluasan yang dangkal. Dalam keseharianku, visi jangka panjang tentang kebaikan bersama selalu memotivasi langkahku.",internal_reflection,emotional_consideration,INFJ
2118,Visi jangka panjang tentang kebaikan bersama selalu memotivasi langkahku. Yang aku yakini adalah harmoni emosional adalah fondasi dari produktivitasku.,internal_reflection,emotional_consideration,INFJ
2119,"Makna dan tujuan yang lebih besar selalu aku cari dalam setiap tindakan. Bagi aku, komitmen pada nilai adalah hal yang aku jaga meski tidak populer.",internal_reflection,emotional_consideration,INFJ
2120,Intuisi kuat adalah kompas utama yang aku andalkan dalam hidup. Hal yang aku rasakan adalah harmoni emosional adalah fondasi dari produktivitasku.,internal_reflection,emotional_consideration,INFJ
2121,"Aku sering merasakan sesuatu yang belum terjadi dan ternyata terbukti benar. Karena itu, aku sangat peduli dengan konsistensi antara kata dan perbuatan.",internal_reflection,emotional_consideration,INFJ
2122,Intuisi kuat adalah kompas utama yang aku andalkan dalam hidup. Hal yang aku rasakan adalah aku lebih suka komunikasi yang dalam dan bermakna.,internal_reflection,emotional_consideration,INFJ
2123,Visi jangka panjang tentang kebaikan bersama selalu memotivasi langkahku. Yang aku yakini adalah nilai dan prinsip adalah kompas yang selalu aku pegang erat.,internal_reflection,emotional_consideration,INFJ
2124,Aku sangat memperhatikan dinamika emosi dalam setiap hubungan. Aku selalu merasa bahwa aku lebih suka bekerja di balik layar tapi punya dampak yang nyata.,internal_reflection,emotional_consideration,INFJ
2125,Aku sering memahami orang lain lebih baik dari mereka memahami diri sendiri. Aku percaya bahwa aku sangat menghargai keotentikan dalam setiap hubungan.,internal_reflection,emotional_consideration,INFJ
2126,"Aku sering merasakan sesuatu yang belum terjadi dan ternyata terbukti benar. Menurutku, empati mendalam adalah karunia sekaligus beban yang aku tanggung.",internal_reflection,emotional_consideration,INFJ
2127,"Intuisi kuat adalah kompas utama yang aku andalkan dalam hidup. Dalam keseharianku, aku sangat terinspirasi oleh seni, sastra, dan hal-hal yang menyentuh jiwa.",internal_reflection,emotional_consideration,INFJ
2128,Aku butuh waktu menyendiri untuk memproses emosi dan pikiran. Aku percaya bahwa aku sangat menghargai keotentikan dalam setiap hubungan.,internal_reflection,emotional_consideration,INFJ
2129,"Empati mendalam adalah karunia sekaligus beban yang aku tanggung. Selain itu, dunia yang lebih baik adalah visi yang selalu mendorong langkahku.",internal_reflection,emotional_consideration,INFJ
2130,"Aku butuh waktu menyendiri untuk memproses emosi dan pikiran. Sering kali, aku sangat terinspirasi oleh seni, sastra, dan hal-hal yang menyentuh jiwa.",internal_reflection,emotional_consideration,INFJ
2131,"Aku sering merasakan sesuatu yang belum terjadi dan ternyata terbukti benar. Dalam keseharianku, aku sering berbicara melalui tulisan lebih baik daripada lisan.",internal_reflection,emotional_consideration,INFJ
2132,"Aku lebih suka kedalaman dari sedikit hubungan daripada keluasan yang dangkal. Selain itu, dunia yang lebih baik adalah visi yang selalu mendorong langkahku.",internal_reflection,emotional_consideration,INFJ
2133,"Aku lebih suka bekerja di balik layar tapi punya dampak yang nyata. Sering kali, dunia yang lebih baik adalah visi yang selalu mendorong langkahku.",internal_reflection,emotional_consideration,INFJ
2134,"Aku lebih suka kedalaman dari sedikit hubungan daripada keluasan yang dangkal. Selain itu, aku selalu berpikir bagaimana keputusanku akan berdampak pada orang lain.",internal_reflection,emotional_consideration,INFJ
2135,"Keadilan dan integritas adalah dua hal yang tidak bisa aku kompromikan. Aku merasa bahwa, aku sering merasa seperti orang asing di keramaian.",internal_reflection,emotional_consideration,INFJ
2136,Aku lebih suka bekerja di balik layar tapi punya dampak yang nyata. Aku sadar bahwa aku sangat terinspirasi oleh cerita transformasi dan pertumbuhan pribadi.,internal_reflection,emotional_consideration,INFJ
2137,"Empati mendalam adalah karunia sekaligus beban yang aku tanggung. Bagi aku, aku sering berbicara melalui tulisan lebih baik daripada lisan.",internal_reflection,emotional_consideration,INFJ
2138,"Aku lebih suka bekerja di balik layar tapi punya dampak yang nyata. Menurutku, aku sering tahu motive orang lain meski mereka tidak mengatakannya.",internal_reflection,emotional_consideration,INFJ
2139,"Aku lebih suka bekerja di balik layar tapi punya dampak yang nyata. Pada dasarnya, aku sangat terinspirasi oleh seni, sastra, dan hal-hal yang menyentuh jiwa.",internal_reflection,emotional_consideration,INFJ
2140,"Aku sering tahu motive orang lain meski mereka tidak mengatakannya. Pada dasarnya, harmoni emosional adalah fondasi dari produktivitasku.",internal_reflection,emotional_consideration,INFJ
2141,"Aku sangat memperhatikan dinamika emosi dalam setiap hubungan. Di sisi lain, aku jarang mengungkapkan perasaan terdalam kecuali pada orang yang benar-benar aku percaya.",internal_reflection,emotional_consideration,INFJ
2142,"Aku sangat terinspirasi oleh cerita transformasi dan pertumbuhan pribadi. Dalam keseharianku, aku sangat peka terhadap ketidakadilan dan selalu ingin meresponsnya.",internal_reflection,emotional_consideration,INFJ
2143,"Aku butuh waktu menyendiri untuk memproses emosi dan pikiran. Dalam keseharianku, aku sering tahu motive orang lain meski mereka tidak mengatakannya.",internal_reflection,emotional_consideration,INFJ
2144,"Makna dan tujuan yang lebih besar selalu aku cari dalam setiap tindakan. Aku merasa bahwa, dunia yang lebih baik adalah visi yang selalu mendorong langkahku.",internal_reflection,emotional_consideration,INFJ
2145,"Aku sangat memperhatikan dinamika emosi dalam setiap hubungan. Selain itu, komitmen pada nilai adalah hal yang aku jaga meski tidak populer.",internal_reflection,emotional_consideration,INFJ
2146,"Intuisi kuat adalah kompas utama yang aku andalkan dalam hidup. Sering kali, dunia yang lebih baik adalah visi yang selalu mendorong langkahku.",internal_reflection,emotional_consideration,INFJ
2147,"Intuisi kuat adalah kompas utama yang aku andalkan dalam hidup. Bagi aku, aku sering berbicara melalui tulisan lebih baik daripada lisan.",internal_reflection,emotional_consideration,INFJ
2148,"Aku sangat terinspirasi oleh cerita transformasi dan pertumbuhan pribadi. Selain itu, empati mendalam adalah karunia sekaligus beban yang aku tanggung.",internal_reflection,emotional_consideration,INFJ
2149,"Aku sering memahami orang lain lebih baik dari mereka memahami diri sendiri. Aku selalu merasa bahwa aku sangat terinspirasi oleh seni, sastra, dan hal-hal yang menyentuh jiwa.",internal_reflection,emotional_consideration,INFJ
2150,"Aku sangat sensitif dengan energi dan suasana ruangan. Aku merasa bahwa, nilai dan prinsip adalah kompas yang selalu aku pegang erat.",internal_reflection,emotional_consideration,INFJ
2151,"Aku lebih suka kedalaman dari sedikit hubungan daripada keluasan yang dangkal. Pada dasarnya, aku sering merasa terbebani oleh emosi orang lain di sekitarku.",internal_reflection,emotional_consideration,INFJ
2152,"Aku tidak nyaman berada di lingkungan yang penuh konflik. Menurutku, aku sering berbicara melalui tulisan lebih baik daripada lisan.",internal_reflection,emotional_consideration,INFJ
2153,"Aku sering tahu motive orang lain meski mereka tidak mengatakannya. Menurutku, aku sangat terinspirasi oleh seni, sastra, dan hal-hal yang menyentuh jiwa.",internal_reflection,emotional_consideration,INFJ
2154,"Keadilan dan integritas adalah dua hal yang tidak bisa aku kompromikan. Pada dasarnya, aku tidak nyaman berada di lingkungan yang penuh konflik.",internal_reflection,emotional_consideration,INFJ
2155,"Aku lebih suka kedalaman dari sedikit hubungan daripada keluasan yang dangkal. Bagi aku, keadilan dan integritas adalah dua hal yang tidak bisa aku kompromikan.",internal_reflection,emotional_consideration,INFJ
2156,"Aku jarang mengungkapkan perasaan terdalam kecuali pada orang yang benar-benar aku percaya. Dalam keseharianku, aku sangat peduli dengan konsistensi antara kata dan perbuatan.",internal_reflection,emotional_consideration,INFJ
2157,"Aku sangat memperhatikan dinamika emosi dalam setiap hubungan. Sering kali, intuisi kuat adalah kompas utama yang aku andalkan dalam hidup.",internal_reflection,emotional_consideration,INFJ
2158,"Aku sangat terinspirasi oleh seni, sastra, dan hal-hal yang menyentuh jiwa. Aku sadar bahwa aku sangat menghargai keotentikan dalam setiap hubungan.",internal_reflection,emotional_consideration,INFJ
2159,"Aku sering merasa terbebani oleh emosi orang lain di sekitarku. Bagi aku, aku lebih suka bekerja di balik layar tapi punya dampak yang nyata.",internal_reflection,emotional_consideration,INFJ
2160,"Nilai dan prinsip adalah kompas yang selalu aku pegang erat. Di sisi lain, dunia yang lebih baik adalah visi yang selalu mendorong langkahku.",internal_reflection,emotional_consideration,INFJ
2161,"Dunia yang lebih baik adalah visi yang selalu mendorong langkahku. Bagi aku, aku sangat peka terhadap ketidakadilan dan selalu ingin meresponsnya.",internal_reflection,emotional_consideration,INFJ
2162,"Aku jarang mengungkapkan perasaan terdalam kecuali pada orang yang benar-benar aku percaya. Bagi aku, komitmen pada nilai adalah hal yang aku jaga meski tidak populer.",internal_reflection,emotional_consideration,INFJ
2163,"Aku sering merasa seperti orang asing di keramaian. Pada dasarnya, dunia yang lebih baik adalah visi yang selalu mendorong langkahku.",internal_reflection,emotional_consideration,INFJ
2164,Aku tidak nyaman berada di lingkungan yang penuh konflik. Yang aku yakini adalah aku sangat menghargai keotentikan dalam setiap hubungan.,internal_reflection,emotional_consideration,INFJ
2165,"Makna dan tujuan yang lebih besar selalu aku cari dalam setiap tindakan. Pada dasarnya, aku sering berbicara melalui tulisan lebih baik daripada lisan.",internal_reflection,emotional_consideration,INFJ
2166,"Aku sering merasakan sesuatu yang belum terjadi dan ternyata terbukti benar. Yang pasti, aku butuh waktu menyendiri untuk memproses emosi dan pikiran.",internal_reflection,emotional_consideration,INFJ
2167,"Aku sangat peduli dengan konsistensi antara kata dan perbuatan. Di sisi lain, aku lebih suka bekerja di balik layar tapi punya dampak yang nyata.",internal_reflection,emotional_consideration,INFJ
2168,"Komitmen pada nilai adalah hal yang aku jaga meski tidak populer. Karena itu, aku sangat peka terhadap ketidakadilan dan selalu ingin meresponsnya.",internal_reflection,emotional_consideration,INFJ
2169,"Aku sering memahami orang lain lebih baik dari mereka memahami diri sendiri. Pada dasarnya, komitmen pada nilai adalah hal yang aku jaga meski tidak populer.",internal_reflection,emotional_consideration,INFJ
2170,"Membantu orang lain berkembang adalah salah satu tujuan hidup terbesarku. Aku merasa bahwa, aku sering tahu motive orang lain meski mereka tidak mengatakannya.",internal_reflection,emotional_consideration,INFJ
2171,Membantu orang lain berkembang adalah salah satu tujuan hidup terbesarku. Yang aku yakini adalah aku selalu berpikir bagaimana keputusanku akan berdampak pada orang lain.,internal_reflection,emotional_consideration,INFJ
2172,"Aku sering merasakan sesuatu yang belum terjadi dan ternyata terbukti benar. Aku merasa bahwa, aku selalu berpikir bagaimana keputusanku akan berdampak pada orang lain.",internal_reflection,emotional_consideration,INFJ
2173,Aku jarang mengungkapkan perasaan terdalam kecuali pada orang yang benar-benar aku percaya. Aku sadar bahwa empati mendalam adalah karunia sekaligus beban yang aku tanggung.,internal_reflection,emotional_consideration,INFJ
2174,Aku sering merasa terbebani oleh emosi orang lain di sekitarku. Aku sadar bahwa aku sangat menghargai keotentikan dalam setiap hubungan.,internal_reflection,emotional_consideration,INFJ
2175,"Komitmen pada nilai adalah hal yang aku jaga meski tidak populer. Dalam keseharianku, aku sering merasa seperti orang asing di keramaian.",internal_reflection,emotional_consideration,INFJ
2176,"Aku sangat terinspirasi oleh seni, sastra, dan hal-hal yang menyentuh jiwa. Yang pasti, aku sering berbicara melalui tulisan lebih baik daripada lisan.",internal_reflection,emotional_consideration,INFJ
2177,"Membantu orang lain berkembang adalah salah satu tujuan hidup terbesarku. Sering kali, aku sangat terinspirasi oleh seni, sastra, dan hal-hal yang menyentuh jiwa.",internal_reflection,emotional_consideration,INFJ
2178,Intuisi kuat adalah kompas utama yang aku andalkan dalam hidup. Hal yang aku rasakan adalah nilai dan prinsip adalah kompas yang selalu aku pegang erat.,internal_reflection,emotional_consideration,INFJ
2179,"Makna dan tujuan yang lebih besar selalu aku cari dalam setiap tindakan. Pada dasarnya, keadilan dan integritas adalah dua hal yang tidak bisa aku kompromikan.",internal_reflection,emotional_consideration,INFJ
2180,"Aku sangat sensitif dengan energi dan suasana ruangan. Di sisi lain, aku lebih suka bekerja di balik layar tapi punya dampak yang nyata.",internal_reflection,emotional_consideration,INFJ
2181,"Aku sering merasa terbebani oleh emosi orang lain di sekitarku. Dalam keseharianku, aku sangat terinspirasi oleh cerita transformasi dan pertumbuhan pribadi.",internal_reflection,emotional_consideration,INFJ
2182,Visi jangka panjang tentang kebaikan bersama selalu memotivasi langkahku. Aku sadar bahwa aku butuh waktu menyendiri untuk memproses emosi dan pikiran.,internal_reflection,emotional_consideration,INFJ
2183,"Aku sangat sensitif dengan energi dan suasana ruangan. Pada dasarnya, aku sangat peka terhadap ketidakadilan dan selalu ingin meresponsnya.",internal_reflection,emotional_consideration,INFJ
2184,Aku jarang mengungkapkan perasaan terdalam kecuali pada orang yang benar-benar aku percaya. Aku selalu merasa bahwa aku sering merasa terbebani oleh emosi orang lain di sekitarku.,internal_reflection,emotional_consideration,INFJ
2185,"Aku sering merasa terbebani oleh emosi orang lain di sekitarku. Menurutku, aku tidak nyaman berada di lingkungan yang penuh konflik.",internal_reflection,emotional_consideration,INFJ
2186,"Aku butuh waktu menyendiri untuk memproses emosi dan pikiran. Menurutku, empati mendalam adalah karunia sekaligus beban yang aku tanggung.",internal_reflection,emotional_consideration,INFJ
2187,"Keadilan dan integritas adalah dua hal yang tidak bisa aku kompromikan. Menurutku, aku lebih suka bekerja di balik layar tapi punya dampak yang nyata.",internal_reflection,emotional_consideration,INFJ
2188,"Visi jangka panjang tentang kebaikan bersama selalu memotivasi langkahku. Pada dasarnya, aku sangat menghargai keotentikan dalam setiap hubungan.",internal_reflection,emotional_consideration,INFJ
2189,Aku butuh waktu menyendiri untuk memproses emosi dan pikiran. Yang aku yakini adalah aku tidak nyaman berada di lingkungan yang penuh konflik.,internal_reflection,emotional_consideration,INFJ
2190,"Visi jangka panjang tentang kebaikan bersama selalu memotivasi langkahku. Sering kali, aku sangat terinspirasi oleh cerita transformasi dan pertumbuhan pribadi.",internal_reflection,emotional_consideration,INFJ
2191,"Aku sering merasakan sesuatu yang belum terjadi dan ternyata terbukti benar. Menurutku, aku sering merasa terbebani oleh emosi orang lain di sekitarku.",internal_reflection,emotional_consideration,INFJ
2192,"Aku sangat terinspirasi oleh seni, sastra, dan hal-hal yang menyentuh jiwa. Aku percaya bahwa komitmen pada nilai adalah hal yang aku jaga meski tidak populer.",internal_reflection,emotional_consideration,INFJ
2193,"Aku sering merasa terbebani oleh emosi orang lain di sekitarku. Selain itu, aku sangat terinspirasi oleh seni, sastra, dan hal-hal yang menyentuh jiwa.",internal_reflection,emotional_consideration,INFJ
2194,"Aku sangat menghargai keotentikan dalam setiap hubungan. Di sisi lain, aku sangat peka terhadap ketidakadilan dan selalu ingin meresponsnya.",internal_reflection,emotional_consideration,INFJ
2195,"Makna dan tujuan yang lebih besar selalu aku cari dalam setiap tindakan. Dalam keseharianku, aku tidak nyaman berada di lingkungan yang penuh konflik.",internal_reflection,emotional_consideration,INFJ
2196,"Aku sangat sensitif dengan energi dan suasana ruangan. Bagi aku, aku sangat terinspirasi oleh cerita transformasi dan pertumbuhan pribadi.",internal_reflection,emotional_consideration,INFJ
2197,"Aku sangat sensitif dengan energi dan suasana ruangan. Selain itu, aku sering merasa terbebani oleh emosi orang lain di sekitarku.",internal_reflection,emotional_consideration,INFJ
2198,Empati mendalam adalah karunia sekaligus beban yang aku tanggung. Hal yang aku rasakan adalah komitmen pada nilai adalah hal yang aku jaga meski tidak populer.,internal_reflection,emotional_consideration,INFJ
2199,"Aku tidak nyaman berada di lingkungan yang penuh konflik. Sering kali, aku lebih suka komunikasi yang dalam dan bermakna.",internal_reflection,emotional_consideration,INFJ
2200,Intuisi kuat adalah kompas utama yang aku andalkan dalam hidup. Hal yang aku rasakan adalah aku sangat peka terhadap ketidakadilan dan selalu ingin meresponsnya.,internal_reflection,emotional_consideration,INFJ
2201,Aku sering merasakan sesuatu yang belum terjadi dan ternyata terbukti benar. Hal yang aku rasakan adalah dunia yang lebih baik adalah visi yang selalu mendorong langkahku.,internal_reflection,emotional_consideration,INFJ
2202,"Nilai dan prinsip adalah kompas yang selalu aku pegang erat. Di sisi lain, aku sangat terinspirasi oleh cerita transformasi dan pertumbuhan pribadi.",internal_reflection,emotional_consideration,INFJ
2203,Makna dan tujuan yang lebih besar selalu aku cari dalam setiap tindakan. Aku selalu merasa bahwa aku butuh waktu menyendiri untuk memproses emosi dan pikiran.,internal_reflection,emotional_consideration,INFJ
2204,Aku sering merasakan sesuatu yang belum terjadi dan ternyata terbukti benar. Aku percaya bahwa aku sering memahami orang lain lebih baik dari mereka memahami diri sendiri.,internal_reflection,emotional_consideration,INFJ
2205,"Nilai dan prinsip adalah kompas yang selalu aku pegang erat. Aku merasa bahwa, aku lebih suka komunikasi yang dalam dan bermakna.",internal_reflection,emotional_consideration,INFJ
2206,"Aku sangat terinspirasi oleh cerita transformasi dan pertumbuhan pribadi. Sering kali, harmoni emosional adalah fondasi dari produktivitasku.",internal_reflection,emotional_consideration,INFJ
2207,Empati mendalam adalah karunia sekaligus beban yang aku tanggung. Aku sadar bahwa aku sering merasa seperti orang asing di keramaian.,internal_reflection,emotional_consideration,INFJ
2208,Aku sangat sensitif dengan energi dan suasana ruangan. Aku selalu merasa bahwa komitmen pada nilai adalah hal yang aku jaga meski tidak populer.,internal_reflection,emotional_consideration,INFJ
2209,"Aku sering merasakan sesuatu yang belum terjadi dan ternyata terbukti benar. Dalam keseharianku, aku sangat terinspirasi oleh cerita transformasi dan pertumbuhan pribadi.",internal_reflection,emotional_consideration,INFJ
2210,"Visi jangka panjang tentang kebaikan bersama selalu memotivasi langkahku. Selain itu, aku lebih suka bekerja di balik layar tapi punya dampak yang nyata.",internal_reflection,emotional_consideration,INFJ
2211,Aku sangat memperhatikan dinamika emosi dalam setiap hubungan. Aku sadar bahwa nilai dan prinsip adalah kompas yang selalu aku pegang erat.,internal_reflection,emotional_consideration,INFJ
2212,"Aku sering merasa terbebani oleh emosi orang lain di sekitarku. Selain itu, keadilan dan integritas adalah dua hal yang tidak bisa aku kompromikan.",internal_reflection,emotional_consideration,INFJ
2213,"Nilai dan prinsip adalah kompas yang selalu aku pegang erat. Aku selalu merasa bahwa aku sangat terinspirasi oleh seni, sastra, dan hal-hal yang menyentuh jiwa.",internal_reflection,emotional_consideration,INFJ
2214,"Membantu orang lain berkembang adalah salah satu tujuan hidup terbesarku. Karena itu, keadilan dan integritas adalah dua hal yang tidak bisa aku kompromikan.",internal_reflection,emotional_consideration,INFJ
2215,Aku butuh waktu menyendiri untuk memproses emosi dan pikiran. Hal yang aku rasakan adalah harmoni emosional adalah fondasi dari produktivitasku.,internal_reflection,emotional_consideration,INFJ
2216,Aku tidak nyaman berada di lingkungan yang penuh konflik. Aku percaya bahwa dunia yang lebih baik adalah visi yang selalu mendorong langkahku.,internal_reflection,emotional_consideration,INFJ
2217,"Aku lebih suka komunikasi yang dalam dan bermakna. Dalam keseharianku, aku sangat terinspirasi oleh seni, sastra, dan hal-hal yang menyentuh jiwa.",internal_reflection,emotional_consideration,INFJ
2218,"Aku sangat sensitif dengan energi dan suasana ruangan. Karena itu, aku tidak nyaman berada di lingkungan yang penuh konflik.",internal_reflection,emotional_consideration,INFJ
2219,Aku sering merasakan sesuatu yang belum terjadi dan ternyata terbukti benar. Hal yang aku rasakan adalah keadilan dan integritas adalah dua hal yang tidak bisa aku kompromikan.,internal_reflection,emotional_consideration,INFJ
2220,"Membantu orang lain berkembang adalah salah satu tujuan hidup terbesarku. Bagi aku, nilai dan prinsip adalah kompas yang selalu aku pegang erat.",internal_reflection,emotional_consideration,INFJ
2221,"Aku butuh waktu menyendiri untuk memproses emosi dan pikiran. Bagi aku, dunia yang lebih baik adalah visi yang selalu mendorong langkahku.",internal_reflection,emotional_consideration,INFJ
2222,"Aku selalu berpikir bagaimana keputusanku akan berdampak pada orang lain. Yang pasti, komitmen pada nilai adalah hal yang aku jaga meski tidak populer.",internal_reflection,emotional_consideration,INFJ
2223,Aku lebih suka komunikasi yang dalam dan bermakna. Yang aku yakini adalah aku sangat peka terhadap ketidakadilan dan selalu ingin meresponsnya.,internal_reflection,emotional_consideration,INFJ
2224,"Aku selalu berpikir bagaimana keputusanku akan berdampak pada orang lain. Bagi aku, dunia yang lebih baik adalah visi yang selalu mendorong langkahku.",internal_reflection,emotional_consideration,INFJ
2225,"Aku sering merasakan sesuatu yang belum terjadi dan ternyata terbukti benar. Aku merasa bahwa, aku lebih suka kedalaman dari sedikit hubungan daripada keluasan yang dangkal.",internal_reflection,emotional_consideration,INFJ
2226,Makna dan tujuan yang lebih besar selalu aku cari dalam setiap tindakan. Aku selalu merasa bahwa aku sangat peka terhadap ketidakadilan dan selalu ingin meresponsnya.,internal_reflection,emotional_consideration,INFJ
2227,"Aku sangat memperhatikan dinamika emosi dalam setiap hubungan. Karena itu, aku tidak nyaman berada di lingkungan yang penuh konflik.",internal_reflection,emotional_consideration,INFJ
