sample_id,text,function,stance,label,family_id,split,source,generator_version,source_sample_id,source_family_id,source_split
v2:SYN14557,aku tidak terbiasa membangun kerangka berpikir yang masuk akal bagi diri sendiri saat menghadapi persoalan baru. Itu bukan cara yang biasanya kupakai.,Ti,oppose,Ti:oppose,Ti-07,train,synthetic,synthetic-cognitive-v2,SYN14557,Ti-07,validation
v2:SYN11698,aku belum pernah menghadapi situasi seperti yang ditanyakan dalam kegiatan sehari hari. Tidak tahu harus bilang apa lagi.,unknown,unknown,unknown,unknown-10,test,synthetic,synthetic-cognitive-v2,SYN11698,unknown-01,train
v1:SYN03195,biasanya aku tidak terbiasa menjaga komunikasi yang menghargai norma dan kebutuhan komunitas saat kuliah. Itu bukan cara yang biasanya kupakai.,Fe,oppose,Fe:oppose,Fe-11,test,synthetic,synthetic-cognitive-v1,SYN03195,Fe-11,test
v1:SYN01783,"biasanya aku kadang membangun kerangka pemahaman yang masuk akal bagi pikiranku ketika mengerjakan tugas, tetapi kadang tidak. Itu bergantung pada keadaan.",Ti,mixed,Ti:mixed,Ti-07,train,synthetic,synthetic-cognitive-v1,SYN01783,Ti-07,train
v2:SYN10798,"kalau ditanya aku kadang merenungkan suatu ide sampai menemukan inti sebenarnya saat menghadapi persoalan baru, tetapi kadang tidak. Itu bergantung pada keadaan.",Ni,mixed,Ni:mixed,Ni-02,train,synthetic,synthetic-cognitive-v2,SYN10798,Ni-11,train
v2:SYN05567,dalam keseharian saya cenderung menafsirkan tanda tanda kecil untuk menemukan tema besarnya dalam kegiatan komunitas.,Ni,support,Ni:support,Ni-11,test,synthetic,synthetic-cognitive-v2,SYN05567,Ni-05,validation
v2:SYN12316,"biasanya aku kadang membayangkan banyak cara berbeda untuk menyelesaikan sesuatu ketika bekerja bersama teman, tetapi kadang tidak. Itu bergantung pada keadaan.",Ne,mixed,Ne:mixed,Ne-02,train,synthetic,synthetic-cognitive-v2,SYN12316,Ne-03,train
v1:SYN04895,aku tidak terbiasa mencoba sudut pandang baru walaupun gagasannya belum praktis dalam kegiatan komunitas. Itu bukan cara yang biasanya kupakai.,Ne,oppose,Ne:oppose,Ne-06,train,synthetic,synthetic-cognitive-v1,SYN04895,Ne-06,train
v1:SYN00613,"biasanya aku kadang memilih solusi yang sudah terbukti meningkatkan produktivitas ketika mengerjakan tugas, tetapi kadang tidak. Itu bergantung pada keadaan.",Te,mixed,Te:mixed,Te-06,train,synthetic,synthetic-cognitive-v1,SYN00613,Te-06,train
v2:SYN03181,dalam keseharian saya tidak terbiasa memunculkan opsi tambahan saat orang lain merasa buntu dalam kegiatan sehari hari. Itu bukan cara yang biasanya kupakai.,Ne,oppose,Ne:oppose,Ne-11,test,synthetic,synthetic-cognitive-v2,SYN03181,Ne-10,validation
v2:SYN05231,dalam keseharian saya tidak terbiasa memisahkan fakta dan asumsi sebelum menarik kesimpulan dalam kegiatan komunitas. Itu bukan cara yang biasanya kupakai.,Ti,oppose,Ti:oppose,Ti-01,train,synthetic,synthetic-cognitive-v2,SYN05231,Ti-14,train
v2:SYN15800,dalam keseharian saya tidak terbiasa menentukan standar hasil yang jelas agar semua tahu tugasnya dalam kegiatan sehari hari. Itu bukan cara yang biasanya kupakai.,Te,oppose,Te:oppose,Te-07,train,synthetic,synthetic-cognitive-v2,SYN15800,Te-06,train
v2:SYN13619,"dalam keseharian saya kadang membela hal yang dianggap benar walau tanpa dukungan ketika bekerja bersama teman, tetapi kadang tidak. Itu bergantung pada keadaan.",Fi,mixed,Fi:mixed,Fi-08,validation,synthetic,synthetic-cognitive-v2,SYN13619,Fi-08,validation
v2:SYN07275,aku tidak terbiasa merespons peluang nyata begitu muncul di depan mata ketika mengerjakan tugas. Itu bukan cara yang biasanya kupakai.,Se,oppose,Se:oppose,Se-03,train,synthetic,synthetic-cognitive-v2,SYN07275,Se-00,train
v2:SYN04352,kalau ditanya aku tidak terbiasa memakai pelajaran dari pengalaman lama agar kesalahan tak berulang ketika mengerjakan tugas. Itu bukan cara yang biasanya kupakai.,Si,oppose,Si:oppose,Si-09,validation,synthetic,synthetic-cognitive-v2,SYN04352,Si-10,train
v2:SYN00964,biasanya aku cenderung mengorganisasi waktu dan tenaga agar sasaran bersama tercapai dalam kegiatan sehari hari.,Te,support,Te:support,Te-11,test,synthetic,synthetic-cognitive-v2,SYN00964,Te-11,test
v1:SYN05805,biasanya aku tidak terbiasa menyatukan banyak informasi menjadi satu visi yang terasa utuh saat kuliah. Itu bukan cara yang biasanya kupakai.,Ni,oppose,Ni:oppose,Ni-04,train,synthetic,synthetic-cognitive-v1,SYN05805,Ni-04,train
v2:SYN14800,"aku kadang mempertimbangkan arti pribadi dari suatu pilihan sebelum ikut arus kelompok saat menghadapi persoalan baru, tetapi kadang tidak. Itu bergantung pada keadaan.",Fi,mixed,Fi:mixed,Fi-09,validation,synthetic,synthetic-cognitive-v2,SYN14800,Fi-10,train
v1:SYN03915,biasanya aku tidak terbiasa mempertahankan batas pribadi karena itu sesuai dengan nuraniku saat kuliah. Itu bukan cara yang biasanya kupakai.,Fi,oppose,Fi:oppose,Fi-07,train,synthetic,synthetic-cognitive-v1,SYN03915,Fi-07,train
v2:SYN08615,kalau ditanya aku tidak terbiasa memeriksa ketepatan konsep meski banyak orang sudah menyetujuinya ketika bekerja bersama teman. Itu bukan cara yang biasanya kupakai.,Ti,oppose,Ti:oppose,Ti-09,validation,synthetic,synthetic-cognitive-v2,SYN08615,Ti-11,train
v1:SYN08983,hobi saya bermain game dan memelihara kucing saat kuliah. Begitu yang kurasakan.,unknown,unknown,unknown,unknown-11,test,synthetic,synthetic-cognitive-v1,SYN08983,unknown-11,test
v2:SYN04163,"saya kadang mengatur sumber daya dan pembagian tugas demi tujuan bersama dalam kegiatan komunitas, tetapi kadang tidak. Itu bergantung pada keadaan.",Te,mixed,Te:mixed,Te-04,train,synthetic,synthetic-cognitive-v2,SYN04163,Te-04,test
v1:SYN02151,"dalam keseharian saya kadang meneliti hubungan antarbagian sampai mekanismenya terasa konsisten saat kuliah, tetapi kadang tidak. Itu bergantung pada keadaan.",Ti,mixed,Ti:mixed,Ti-11,test,synthetic,synthetic-cognitive-v1,SYN02151,Ti-11,test
v2:SYN10801,"kalau ditanya aku kadang memisahkan fakta dan asumsi sebelum menarik kesimpulan dalam kegiatan sehari hari, tetapi kadang tidak. Itu bergantung pada keadaan.",Ti,mixed,Ti:mixed,Ti-01,train,synthetic,synthetic-cognitive-v2,SYN10801,Ti-14,train
v1:SYN07744,aku cenderung menggunakan langkah yang pernah berhasil sebagai acuan kegiatan baru ketika bekerja bersama teman.,Si,support,Si:support,Si-02,train,synthetic,synthetic-cognitive-v1,SYN07744,Si-02,train
v2:SYN04694,"kalau ditanya aku kadang membangun kerangka berpikir yang masuk akal bagi diri sendiri dalam kegiatan komunitas, tetapi kadang tidak. Itu bergantung pada keadaan.",Ti,mixed,Ti:mixed,Ti-07,train,synthetic,synthetic-cognitive-v2,SYN04694,Ti-07,train
v2:SYN14404,saya tidak terbiasa senang terlibat langsung dalam aktivitas fisik yang nyata saat kuliah. Itu bukan cara yang biasanya kupakai.,Se,oppose,Se:oppose,Se-09,validation,synthetic,synthetic-cognitive-v2,SYN14404,Se-14,train
v2:SYN02612,saya cenderung merevisi rencana kerja setelah melihat capaian nyata di lapangan ketika berdiskusi dalam kelompok.,Te,support,Te:support,Te-08,validation,synthetic,synthetic-cognitive-v2,SYN02612,Te-08,test
v1:SYN07866,aku tidak terbiasa memeriksa apakah sesuatu berbeda dari kebiasaan yang sudah kukenal saat menghadapi persoalan baru. Itu bukan cara yang biasanya kupakai.,Si,oppose,Si:oppose,Si-03,train,synthetic,synthetic-cognitive-v1,SYN07866,Si-03,train
v1:SYN02033,dalam keseharian saya tidak terbiasa menguji contoh pengecualian untuk mencari kelemahan penjelasan dalam kegiatan komunitas. Itu bukan cara yang biasanya kupakai.,Ti,oppose,Ti:oppose,Ti-10,test,synthetic,synthetic-cognitive-v1,SYN02033,Ti-10,test
v2:SYN11775,aku tidak terbiasa mempertanyakan aturan lama dan membayangkan versi barunya saat menghadapi persoalan baru. Itu bukan cara yang biasanya kupakai.,Ne,oppose,Ne:oppose,Ne-04,train,synthetic,synthetic-cognitive-v2,SYN11775,Ne-06,train
v2:SYN00186,aku tidak terbiasa memperhatikan konsistensi antara apa yang terjadi kini dan dulu ketika berdiskusi dalam kelompok. Itu bukan cara yang biasanya kupakai.,Si,oppose,Si:oppose,Si-00,train,synthetic,synthetic-cognitive-v2,SYN00186,Si-14,train
v1:SYN02994,dalam keseharian saya cenderung mengubah penyampaian ketika melihat lawan bicara merasa tidak nyaman saat menghadapi persoalan baru.,Fe,support,Fe:support,Fe-09,validation,synthetic,synthetic-cognitive-v1,SYN02994,Fe-09,validation
v2:SYN02127,kalau ditanya aku tidak terbiasa mengubah cara penyampaian saat lawan bicara terlihat tak nyaman ketika berdiskusi dalam kelompok. Itu bukan cara yang biasanya kupakai.,Fe,oppose,Fe:oppose,Fe-09,validation,synthetic,synthetic-cognitive-v2,SYN02127,Fe-11,validation
v2:SYN07793,aku tidak terbiasa memastikan tidak ada yang merasa dikesampingkan dari suatu keputusan bersama ketika mengerjakan tugas. Itu bukan cara yang biasanya kupakai.,Fe,oppose,Fe:oppose,Fe-08,validation,synthetic,synthetic-cognitive-v2,SYN07793,Fe-07,train
v1:SYN06926,"kalau ditanya aku kadang menyesuaikan gerakan berdasarkan apa yang kulihat dan kurasakan langsung dalam kegiatan sehari hari, tetapi kadang tidak. Itu bergantung pada keadaan.",Se,mixed,Se:mixed,Se-04,train,synthetic,synthetic-cognitive-v1,SYN06926,Se-04,train
v2:SYN07458,kalau ditanya aku tidak terbiasa menyesuaikan sikap demi menjaga keharmonisan bersama ketika bekerja bersama teman. Itu bukan cara yang biasanya kupakai.,Fe,oppose,Fe:oppose,Fe-03,train,synthetic,synthetic-cognitive-v2,SYN07458,Fe-14,train
v1:SYN00299,kalau ditanya aku cenderung membandingkan hasil nyata sebelum memutuskan metode kerja dalam kegiatan komunitas.,Te,support,Te:support,Te-03,train,synthetic,synthetic-cognitive-v1,SYN00299,Te-03,train
v1:SYN01898,saya cenderung memeriksa ketepatan konsep meskipun banyak orang sudah menyetujuinya dalam kegiatan sehari hari.,Ti,support,Ti:support,Ti-09,validation,synthetic,synthetic-cognitive-v1,SYN01898,Ti-09,validation
v2:SYN08816,"kalau ditanya aku kadang memperjelas definisi supaya alur berpikir tidak rancu saat menyelesaikan proyek, tetapi kadang tidak. Itu bergantung pada keadaan.",Ti,mixed,Ti:mixed,Ti-03,train,synthetic,synthetic-cognitive-v2,SYN08816,Ti-03,test
v1:SYN03454,aku tidak terbiasa memeriksa apa yang sungguh penting bagiku sebelum berkomitmen ketika bekerja bersama teman. Itu bukan cara yang biasanya kupakai.,Fi,oppose,Fi:oppose,Fi-02,train,synthetic,synthetic-cognitive-v1,SYN03454,Fi-02,train
v1:SYN05787,kalau ditanya aku cenderung menyatukan banyak informasi menjadi satu visi yang terasa utuh saat kuliah.,Ni,support,Ni:support,Ni-04,train,synthetic,synthetic-cognitive-v1,SYN05787,Ni-04,train
v2:SYN00162,saya cenderung merevisi rencana kerja setelah melihat capaian nyata di lapangan ketika bekerja bersama teman.,Te,support,Te:support,Te-08,validation,synthetic,synthetic-cognitive-v2,SYN00162,Te-08,train
v2:SYN10605,"biasanya aku kadang memilih tindakan yang terasa jujur terhadap keyakinan sendiri ketika berdiskusi dalam kelompok, tetapi kadang tidak. Itu bergantung pada keadaan.",Fi,mixed,Fi:mixed,Fi-06,train,synthetic,synthetic-cognitive-v2,SYN10605,Fi-06,train
v2:SYN09849,aku cenderung bertindak cepat begitu ada perubahan di lingkungan sekitar ketika mengerjakan tugas.,Se,support,Se:support,Se-08,validation,synthetic,synthetic-cognitive-v2,SYN09849,Se-10,test
v1:SYN00762,saya tidak terbiasa mengubah rencana kerja setelah melihat ukuran hasil di lapangan saat menghadapi persoalan baru. Itu bukan cara yang biasanya kupakai.,Te,oppose,Te:oppose,Te-08,validation,synthetic,synthetic-cognitive-v1,SYN00762,Te-08,validation
v2:SYN15888,"aku kadang memperjelas definisi supaya alur berpikir tidak rancu dalam kegiatan sehari hari, tetapi kadang tidak. Itu bergantung pada keadaan.",Ti,mixed,Ti:mixed,Ti-03,train,synthetic,synthetic-cognitive-v2,SYN15888,Ti-03,train
v2:SYN02036,aku lebih suka mi ayam daripada bakso kalau makan siang ketika bekerja bersama teman. Tidak ada konteks tambahan.,unknown,unknown,unknown,unknown-03,train,synthetic,synthetic-cognitive-v2,SYN02036,unknown-00,validation
v2:SYN08277,"kalau ditanya aku kadang memeriksa apakah kesimpulan benar benar mengikuti premisnya ketika mengerjakan tugas, tetapi kadang tidak. Itu bergantung pada keadaan.",Ti,mixed,Ti:mixed,Ti-05,train,synthetic,synthetic-cognitive-v2,SYN08277,Ti-10,train
v2:SYN05043,"biasanya aku kadang membongkar asumsi untuk memahami cara kerja suatu sistem dalam kegiatan komunitas, tetapi kadang tidak. Itu bergantung pada keadaan.",Ti,mixed,Ti:mixed,Ti-01,train,synthetic,synthetic-cognitive-v2,SYN05043,Ti-01,train
v2:SYN05962,biasanya aku cenderung mengingat detail kecil dari pengalaman lalu untuk memeriksa perubahan saat menghadapi persoalan baru.,Si,support,Si:support,Si-01,train,synthetic,synthetic-cognitive-v2,SYN05962,Si-02,validation
v2:SYN12250,aku cenderung memperjelas definisi supaya alur berpikir tidak rancu ketika berdiskusi dalam kelompok.,Ti,support,Ti:support,Ti-03,train,synthetic,synthetic-cognitive-v2,SYN12250,Ti-03,validation
v1:SYN08039,kalau ditanya aku cenderung mengacu pada pengalaman pribadi yang nyata sebelum menerima perubahan dalam kegiatan komunitas.,Si,support,Si:support,Si-05,train,synthetic,synthetic-cognitive-v1,SYN08039,Si-05,train
v1:SYN00030,kalau ditanya aku cenderung menetapkan target terukur dan membagi pekerjaan agar hasilnya efektif saat menghadapi persoalan baru.,Te,support,Te:support,Te-00,train,synthetic,synthetic-cognitive-v1,SYN00030,Te-00,train
v2:SYN10709,dalam keseharian saya tidak terbiasa mendalami satu gagasan berulang kali sampai maknanya jelas dalam kegiatan komunitas. Itu bukan cara yang biasanya kupakai.,Ni,oppose,Ni:oppose,Ni-10,test,synthetic,synthetic-cognitive-v2,SYN10709,Ni-08,validation
v1:SYN01646,kalau ditanya aku cenderung menganalisis prinsip dasar walaupun belum ada manfaat praktis dalam kegiatan sehari hari.,Ti,support,Ti:support,Ti-06,train,synthetic,synthetic-cognitive-v1,SYN01646,Ti-06,train
v1:SYN08438,"saya kadang memakai pembelajaran dari pengalaman terdahulu agar kesalahan tidak berulang dalam kegiatan sehari hari, tetapi kadang tidak. Itu bergantung pada keadaan.",Si,mixed,Si:mixed,Si-09,validation,synthetic,synthetic-cognitive-v1,SYN08438,Si-09,validation
v2:SYN05172,dalam keseharian saya tidak terbiasa menjaga integritas pribadi walau harus berbeda dari kebanyakan dalam kegiatan komunitas. Itu bukan cara yang biasanya kupakai.,Fi,oppose,Fi:oppose,Fi-04,train,synthetic,synthetic-cognitive-v2,SYN05172,Fi-15,train
v2:SYN00545,saya tidak terbiasa mempertahankan detail prosedur yang sudah dikenal dengan baik ketika berdiskusi dalam kelompok. Itu bukan cara yang biasanya kupakai.,Si,oppose,Si:oppose,Si-02,train,synthetic,synthetic-cognitive-v2,SYN00545,Si-12,train
v2:SYN09594,"biasanya aku kadang menyadari dorongan dari dalam diri yang membuat suatu pilihan terasa pas ketika mengerjakan tugas, tetapi kadang tidak. Itu bergantung pada keadaan.",Fi,mixed,Fi:mixed,Fi-10,test,synthetic,synthetic-cognitive-v2,SYN09594,Fi-09,train
v1:SYN05351,saya tidak terbiasa memunculkan pilihan tambahan ketika orang lain merasa opsinya habis dalam kegiatan komunitas. Itu bukan cara yang biasanya kupakai.,Ne,oppose,Ne:oppose,Ne-11,test,synthetic,synthetic-cognitive-v1,SYN05351,Ne-11,test
v2:SYN07677,"saya kadang membandingkan situasi sekarang dengan pengalaman serupa sebelumnya dalam kegiatan komunitas, tetapi kadang tidak. Itu bergantung pada keadaan.",Si,mixed,Si:mixed,Si-00,train,synthetic,synthetic-cognitive-v2,SYN07677,Si-00,test
v1:SYN05058,biasanya aku cenderung menemukan kaitan yang tidak biasa antara dua topik berbeda saat menghadapi persoalan baru.,Ne,support,Ne:support,Ne-08,validation,synthetic,synthetic-cognitive-v1,SYN05058,Ne-08,validation
v1:SYN04862,aku cenderung mencoba sudut pandang baru walaupun gagasannya belum praktis dalam kegiatan sehari hari.,Ne,support,Ne:support,Ne-06,train,synthetic,synthetic-cognitive-v1,SYN04862,Ne-06,train
v2:SYN04405,aku cenderung membandingkan situasi sekarang dengan pengalaman serupa sebelumnya saat menyelesaikan proyek.,Si,support,Si:support,Si-00,train,synthetic,synthetic-cognitive-v2,SYN04405,Si-00,train
v2:SYN05346,"kalau ditanya aku kadang menjaga integritas pribadi walau harus berbeda dari kebanyakan ketika berdiskusi dalam kelompok, tetapi kadang tidak. Itu bergantung pada keadaan.",Fi,mixed,Fi:mixed,Fi-04,train,synthetic,synthetic-cognitive-v2,SYN05346,Fi-15,train
v2:SYN11145,"saya kadang memilih kata yang halus saat memberi masukan supaya tidak menyakiti ketika berdiskusi dalam kelompok, tetapi kadang tidak. Itu bergantung pada keadaan.",Fe,mixed,Fe:mixed,Fe-06,train,synthetic,synthetic-cognitive-v2,SYN11145,Fe-05,train
v2:SYN02601,aku tidak terbiasa mengikuti perkembangan terbaru dan bertindak sesuai situasi ketika mengerjakan tugas. Itu bukan cara yang biasanya kupakai.,Se,oppose,Se:oppose,Se-10,test,synthetic,synthetic-cognitive-v2,SYN02601,Se-08,train
v2:SYN05751,kalau ditanya aku tidak terbiasa mengatur urutan pekerjaan dan batas waktu supaya semua kelar tepat jadwal saat kuliah. Itu bukan cara yang biasanya kupakai.,Te,oppose,Te:oppose,Te-02,train,synthetic,synthetic-cognitive-v2,SYN05751,Te-02,train
v1:SYN05048,saya cenderung menemukan kaitan yang tidak biasa antara dua topik berbeda dalam kegiatan sehari hari.,Ne,support,Ne:support,Ne-08,validation,synthetic,synthetic-cognitive-v1,SYN05048,Ne-08,validation
v1:SYN01795,"kalau ditanya aku kadang membangun kerangka pemahaman yang masuk akal bagi pikiranku ketika mengerjakan tugas, tetapi kadang tidak. Itu bergantung pada keadaan.",Ti,mixed,Ti:mixed,Ti-07,train,synthetic,synthetic-cognitive-v1,SYN01795,Ti-07,train
v2:SYN09809,saya cenderung mengingat urutan kejadian sebelumnya saat menghadapi hal serupa ketika mengerjakan tugas.,Si,support,Si:support,Si-04,train,synthetic,synthetic-cognitive-v2,SYN09809,Si-09,train
v1:SYN07000,"saya kadang mengamati detail lingkungan sebelum mengambil tindakan saat itu juga ketika bekerja bersama teman, tetapi kadang tidak. Itu bergantung pada keadaan.",Se,mixed,Se:mixed,Se-05,train,synthetic,synthetic-cognitive-v1,SYN07000,Se-05,train
v1:SYN04851,"dalam keseharian saya kadang melompat dari satu kemungkinan ke kemungkinan lain saat berdiskusi saat kuliah, tetapi kadang tidak. Itu bergantung pada keadaan.",Ne,mixed,Ne:mixed,Ne-05,train,synthetic,synthetic-cognitive-v1,SYN04851,Ne-05,train
v2:SYN09484,dalam keseharian saya tidak terbiasa peka terhadap mood orang di sekitar demi menjaga kedekatan saat menyelesaikan proyek. Itu bukan cara yang biasanya kupakai.,Fe,oppose,Fe:oppose,Fe-03,train,synthetic,synthetic-cognitive-v2,SYN09484,Fe-03,train
v1:SYN02754,dalam keseharian saya tidak terbiasa menyampaikan kritik dengan mempertimbangkan perasaan penerimanya saat menghadapi persoalan baru. Itu bukan cara yang biasanya kupakai.,Fe,oppose,Fe:oppose,Fe-06,train,synthetic,synthetic-cognitive-v1,SYN02754,Fe-06,train
v2:SYN07718,dalam keseharian saya tidak terbiasa memastikan pilihan selaras dengan nilai pribadi yang diyakini ketika mengerjakan tugas. Itu bukan cara yang biasanya kupakai.,Fi,oppose,Fi:oppose,Fi-00,train,synthetic,synthetic-cognitive-v2,SYN07718,Fi-00,train
v1:SYN03235,"kalau ditanya aku kadang menjaga komunikasi yang menghargai norma dan kebutuhan komunitas ketika mengerjakan tugas, tetapi kadang tidak. Itu bergantung pada keadaan.",Fe,mixed,Fe:mixed,Fe-11,test,synthetic,synthetic-cognitive-v1,SYN03235,Fe-11,test
v1:SYN03447,kalau ditanya aku cenderung memeriksa apa yang sungguh penting bagiku sebelum berkomitmen saat kuliah.,Fi,support,Fi:support,Fi-02,train,synthetic,synthetic-cognitive-v1,SYN03447,Fi-02,train
v2:SYN10836,biasanya aku cenderung menentukan standar hasil yang jelas agar semua tahu tugasnya saat menyelesaikan proyek.,Te,support,Te:support,Te-07,train,synthetic,synthetic-cognitive-v2,SYN10836,Te-06,train
v2:SYN09192,aku tidak terbiasa memperhatikan keadaan sekitar lalu segera bertindak dalam kegiatan sehari hari. Itu bukan cara yang biasanya kupakai.,Se,oppose,Se:oppose,Se-00,train,synthetic,synthetic-cognitive-v2,SYN09192,Se-01,validation
v1:SYN07491,dalam keseharian saya cenderung menangani masalah di tempat dengan memperhatikan benda dan keadaan sekitar saat kuliah.,Se,support,Se:support,Se-11,test,synthetic,synthetic-cognitive-v1,SYN07491,Se-11,test
v2:SYN07766,saya tidak terbiasa menampung dulu keinginan semua pihak sebelum menawarkan solusi bersama ketika bekerja bersama teman. Itu bukan cara yang biasanya kupakai.,Fe,oppose,Fe:oppose,Fe-05,train,synthetic,synthetic-cognitive-v2,SYN07766,Fe-09,train
v2:SYN14121,aku tidak terbiasa cepat menyesuaikan diri dengan suasana yang berubah tiba tiba saat kuliah. Itu bukan cara yang biasanya kupakai.,Se,oppose,Se:oppose,Se-08,validation,synthetic,synthetic-cognitive-v2,SYN14121,Se-15,test
v2:SYN01130,aku cenderung mengubah cara penyampaian saat lawan bicara terlihat tak nyaman ketika berdiskusi dalam kelompok.,Fe,support,Fe:support,Fe-09,validation,synthetic,synthetic-cognitive-v2,SYN01130,Fe-11,train
v1:SYN06291,"dalam keseharian saya kadang menyusun gambaran besar sebelum menentukan arah hidup saat kuliah, tetapi kadang tidak. Itu bergantung pada keadaan.",Ni,mixed,Ni:mixed,Ni-09,validation,synthetic,synthetic-cognitive-v1,SYN06291,Ni-09,validation
v2:SYN07991,aku tidak terbiasa menolak berkompromi pada hal yang menyentuh prinsip inti saat kuliah. Itu bukan cara yang biasanya kupakai.,Fi,oppose,Fi:oppose,Fi-03,train,synthetic,synthetic-cognitive-v2,SYN07991,Fi-13,train
v2:SYN15788,dalam keseharian saya cenderung senang terlibat langsung dalam aktivitas fisik yang nyata saat menyelesaikan proyek.,Se,support,Se:support,Se-09,validation,synthetic,synthetic-cognitive-v2,SYN15788,Se-14,train
v2:SYN00919,"aku kadang mencari benang merah antara peristiwa yang tampak tidak berhubungan ketika bekerja bersama teman, tetapi kadang tidak. Itu bergantung pada keadaan.",Ni,mixed,Ni:mixed,Ni-01,train,synthetic,synthetic-cognitive-v2,SYN00919,Ni-06,train
v2:SYN09465,biasanya aku cenderung membayangkan skenario masa depan berdasarkan tanda yang ada sekarang ketika mengerjakan tugas.,Ni,support,Ni:support,Ni-07,train,synthetic,synthetic-cognitive-v2,SYN09465,Ni-10,validation
v1:SYN05205,"biasanya aku kadang mengembangkan beberapa skenario alternatif dari sebuah informasi saat kuliah, tetapi kadang tidak. Itu bergantung pada keadaan.",Ne,mixed,Ne:mixed,Ne-09,validation,synthetic,synthetic-cognitive-v1,SYN05205,Ne-09,validation
v1:SYN06803,dalam keseharian saya tidak terbiasa merespons peluang konkret yang baru muncul di lapangan dalam kegiatan komunitas. Itu bukan cara yang biasanya kupakai.,Se,oppose,Se:oppose,Se-03,train,synthetic,synthetic-cognitive-v1,SYN06803,Se-03,train
v2:SYN06577,kalau ditanya aku tidak terbiasa menganalisis prinsip dasar meski belum ada manfaat praktis saat kuliah. Itu bukan cara yang biasanya kupakai.,Ti,oppose,Ti:oppose,Ti-06,train,synthetic,synthetic-cognitive-v2,SYN06577,Ti-04,train
v2:SYN09840,saya tidak terbiasa mengembangkan beberapa skenario alternatif dari satu informasi kecil ketika berdiskusi dalam kelompok. Itu bukan cara yang biasanya kupakai.,Ne,oppose,Ne:oppose,Ne-09,validation,synthetic,synthetic-cognitive-v2,SYN09840,Ne-05,test
v1:SYN04490,"dalam keseharian saya kadang mencari berbagai alternatif sebelum memilih satu pendekatan dalam kegiatan sehari hari, tetapi kadang tidak. Itu bergantung pada keadaan.",Ne,mixed,Ne:mixed,Ne-01,train,synthetic,synthetic-cognitive-v1,SYN04490,Ne-01,train
v1:SYN04173,aku tidak terbiasa mengenali alasan batin yang membuat suatu keputusan terasa selaras saat kuliah. Itu bukan cara yang biasanya kupakai.,Fi,oppose,Fi:oppose,Fi-10,test,synthetic,synthetic-cognitive-v1,SYN04173,Fi-10,test
v1:SYN05808,biasanya aku tidak terbiasa menyatukan banyak informasi menjadi satu visi yang terasa utuh saat menghadapi persoalan baru. Itu bukan cara yang biasanya kupakai.,Ni,oppose,Ni:oppose,Ni-04,train,synthetic,synthetic-cognitive-v1,SYN05808,Ni-04,train
v2:SYN13107,"biasanya aku kadang mengingat dengan jelas bagaimana sesuatu biasa dilakukan saat menyelesaikan proyek, tetapi kadang tidak. Itu bergantung pada keadaan.",Si,mixed,Si:mixed,Si-04,train,synthetic,synthetic-cognitive-v2,SYN13107,Si-13,train
v2:SYN01448,biasanya aku tidak terbiasa menguji ulang suatu teori dengan skenario yang berbeda ketika mengerjakan tugas. Itu bukan cara yang biasanya kupakai.,Ti,oppose,Ti:oppose,Ti-10,test,synthetic,synthetic-cognitive-v2,SYN01448,Ti-15,train
v2:SYN10763,"dalam keseharian saya kadang menyadari dorongan dari dalam diri yang membuat suatu pilihan terasa pas dalam kegiatan komunitas, tetapi kadang tidak. Itu bergantung pada keadaan.",Fi,mixed,Fi:mixed,Fi-10,test,synthetic,synthetic-cognitive-v2,SYN10763,Fi-09,train
v2:SYN05546,"saya kadang memeriksa ketepatan konsep meski banyak orang sudah menyetujuinya ketika bekerja bersama teman, tetapi kadang tidak. Itu bergantung pada keadaan.",Ti,mixed,Ti:mixed,Ti-09,validation,synthetic,synthetic-cognitive-v2,SYN05546,Ti-11,train
v2:SYN14343,"aku kadang bersemangat membahas kemungkinan yang belum tentu terjadi saat menghadapi persoalan baru, tetapi kadang tidak. Itu bergantung pada keadaan.",Ne,mixed,Ne:mixed,Ne-00,train,synthetic,synthetic-cognitive-v2,SYN14343,Ne-11,train
v2:SYN03395,dalam keseharian saya tidak terbiasa membangun kerangka berpikir yang masuk akal bagi diri sendiri saat kuliah. Itu bukan cara yang biasanya kupakai.,Ti,oppose,Ti:oppose,Ti-07,train,synthetic,synthetic-cognitive-v2,SYN03395,Ti-07,train
v2:SYN03170,dalam keseharian saya cenderung mengorganisasi waktu dan tenaga agar sasaran bersama tercapai saat kuliah.,Te,support,Te:support,Te-11,test,synthetic,synthetic-cognitive-v2,SYN03170,Te-11,train
v2:SYN06579,dalam keseharian saya cenderung membayangkan ke arah mana suatu situasi akan berkembang ketika mengerjakan tugas.,Ni,support,Ni:support,Ni-03,train,synthetic,synthetic-cognitive-v2,SYN06579,Ni-01,train
v2:SYN12617,aku tidak terbiasa mencari makna tunggal di balik kejadian yang berulang dalam kegiatan sehari hari. Itu bukan cara yang biasanya kupakai.,Ni,oppose,Ni:oppose,Ni-05,train,synthetic,synthetic-cognitive-v2,SYN12617,Ni-02,train
v2:SYN04283,kalau ditanya aku cenderung memastikan pilihan selaras dengan nilai pribadi yang diyakini saat kuliah.,Fi,support,Fi:support,Fi-00,train,synthetic,synthetic-cognitive-v2,SYN04283,Fi-00,train
